"Description"	"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Clôture"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"
"ACC BANC BNC 26NV08"	""	"L05260"	"Acceptations bancaires"	"2302100"	"99,994"	"99,994"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/11/26"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNC 27JL09"	""	"L04918"	"Acceptations bancaires"	"2302100"	"99,998"	"99,998"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2009/07/27"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNC 30SP08"	""	"L04932"	"Acceptations bancaires"	"2302100"	"99,990"	"99,990"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/09/30"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNE 10JL08"	""	"L04695"	"Acceptations bancaires"	"2302100"	"99,991"	"99,991"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/07/10"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNE 15JL08"	""	"L04677"	"Acceptations bancaires"	"2302100"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/07/15"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNE 15SP08"	""	"L04688"	"Acceptations bancaires"	"2302100"	"99,975"	"99,975"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/09/15"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNE 19FV08"	""	"L04561"	"Acceptations bancaires"	"2302100"	"99,957"	"99,957"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/02/19"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNE 28FV08"	""	"L04607"	"Acceptations bancaires"	"2302100"	"99,989"	"99,989"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/02/28"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BNQ TD 31DC08"	""	"L06430"	"Acceptations bancaires"	"2302100"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/12/31"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BRC 5MI08"	""	"L15128"	"Acceptations bancaires"	"2302100"	"99,973"	"99,973"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/05/05"	"0,000"	""	""	"n/d"	"0,000000"
"ACC BANC BRY 11JA08"	""	"L00915"	"Acceptations bancaires"	"2302100"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/01/11"	"0,000"	""	""	"n/d"	"0,000000"
"ACCELRATE POWER SYSTEMS *"	"APS"	"004401"	"Actions ordinaires"	"330"	"0,015"	"0,020"	"0,015"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ACCENTURE LTD-CL-A *"	"ACN"	"004391"	"Actions ordinaires"	"315"	"33,080"	"33,100"	"33,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,500"	"2008/10/08"	"NYS"	"1,52"	""
"ACCENTURE PLC CL-A"	"ACN"	"004396"	"Actions ordinaires"	"315"	"41,900"	"41,930"	"41,880"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,750"	"2009/10/14"	"NYS"	"n/d"	""
"ACCESS ANYTIME BANCORP *"	"AABC"	"004352"	"Actions ordinaires"	"330"	"18,450"	"19,900"	"18,950"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,350"	"2005/12/09"	"NAS"	"n/d"	""
"ACCLAIM ENERGY TR T/U-NE*"	"AE.UN"	"004439"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,163"	"2005/12/28"	"TSE"	"n/d"	""
"ACCLAIM ENERGY TR-T/U *"	""	"004427"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,065"	""	""	"n/d"	""
"ACCO BRANDS CORP"	"ABD"	"004537"	"Actions ordinaires"	"315"	"8,140"	"8,160"	"8,160"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"ACCORD FINANCIAL CORP"	"ACD"	"004421"	"Actions ordinaires"	"330"	"5,500"	"5,690"	"5,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,065"	"2009/11/10"	"TSE"	"4,73"	""
"ACD SYSTEMS INTL INC"	"ASA"	"000288"	"Actions ordinaires"	"330"	"0,560"	"0,570"	"0,560"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ACE AVIATION HLDGS-A RV"	"ACE.A"	"004516"	"Actions ordinaires"	"315"	"6,150"	"6,300"	"6,150"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ACE AVIATION HLDGS-B VTG"	"ACE.B"	"004517"	"Actions ordinaires"	"330"	"6,130"	"6,200"	"6,130"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ACE LTD-NEW"	"ACE"	"004462"	"Actions ordinaires"	"315"	"48,410"	"48,430"	"48,440"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,310"	"2009/12/15"	"NYS"	"2,56"	""
"ACER CAPITAL CORP *"	""	"004882"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ACETO CORP"	"ACET"	"004440"	"Actions ordinaires"	"330"	"5,440"	"5,450"	"5,450"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,100"	"2009/12/22"	"NAS"	"3,67"	""
"ACFA 4.65% 15JN17"	""	"B83773"	"Obligations provinciales"	"2601305"	"107,552"	"107,552"	"107,552"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"2"	"2017/06/15"	"0,000"	""	""	"4,32"	"3,481269"
"ACFA EX-11 TP 3.6% 15DC08"	""	"B83760"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,600"	"Obligation"	"2"	"2008/12/15"	"0,000"	""	""	"3,60"	"0,000000"
"ACFA EX-15 T/P 4.3% 6OC08"	""	"B83738"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,300"	"Obligation"	"2"	"2008/10/06"	"0,000"	""	""	"4,30"	"0,000000"
"ACFA EX-17 T/4.15% 15FV0*"	""	"B83759"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,150"	"Obligation"	"2"	"2009/02/15"	"0,000"	""	""	"4,15"	"0,000000"
"ACM INCOME FUND *"	"ACG"	"000380"	"Actions ordinaires"	"3308015"	"8,250"	"8,250"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,050"	"2007/01/10"	"NYS"	"0,00"	""
"ACREX VENTURES LTD"	"AKV"	"005100"	"Actions ordinaires"	"330"	"0,065"	"0,070"	"0,070"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ACS MEDIA INCOME FUND T/*"	"AYP.UN"	"005750"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2006/10/27"	"TSE"	"n/d"	""
"ACT CR PME S1-07/S/N"	"FIA110"	"975816"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CR PME S2-07/S/N"	"FIA111"	"975005"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CROI PME96 /SF/N"	"FIA096"	"994168"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CRS PME S1-06 /N"	"FIA107"	"964142"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CRS PME S103/S/N"	"FIA103"	"975547"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CRS PME S105/S/N"	"FIA105"	"969517"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACT CRS PME-D /N"	"FIA083"	"994868"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTEL CORP"	"ACTL"	"005110"	"Actions ordinaires"	"330"	"11,060"	"11,070"	"11,070"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"ACTFIT.COM INC *"	""	"005129"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/12/20"	""	"n/d"	""
"ACTIVE ASSETS & ASSC INC*"	"AAA"	"005136"	"Actions ordinaires"	"330"	"0,020"	"0,040"	"0,020"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/05/13"	"V"	"n/d"	""
"ACTIVE CONTROL TECHNO INC"	"ACT"	"005399"	"Actions ordinaires"	"330"	"0,050"	"0,055"	"0,050"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ACTIVISION BLIZZARD INC"	"ATVI"	"005254"	"Actions ordinaires"	"315"	"10,120"	"10,130"	"10,120"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"ACTN CROI PME S100/N"	"FIA100"	"989553"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROI PME S101/N"	"FIA101"	"970781"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROI PME S102/N"	"FIA102"	"978473"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S92/N"	"FIA092"	"995039"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S93/N"	"FIA093"	"994879"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S94/N"	"FIA094"	"995161"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S95/N"	"FIA095"	"994914"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S97/N"	"FIA097"	"994449"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S98/N"	"FIA098"	"991247"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACTN CROIS PME S99/N"	"FIA099"	"982697"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""
"ACU ACT CDN /N"	"CEM423"	"987983"	"Fonds d'actions canadiennes"	"3807154"	"20,330"	"20,330"	"20,330"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,210"	"2007/12/31"	""	"1,03"	""
"ACU ACT CDN TC30/S/N"	"CEM444"	"985807"	"Autres titres"	"3807153"	"19,936"	"19,936"	"19,936"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,520"	"2007/12/31"	""	"0,00"	""
"ACU H/REV /N"	"CEM633"	"985829"	"Fonds de placement équilibré"	"3807155"	"12,363"	"12,363"	"12,363"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,080"	"2009/12/31"	""	"7,77"	""
"ACU H/REV PL /SF/N"	"CEM780"	"980548"	"Fonds de placement équilibré"	"3807155"	"17,556"	"17,556"	"17,556"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,110"	"2009/12/31"	""	"7,52"	""
"ACU REV FXE /N"	"CEM413"	"985833"	"Fonds de placement équilibré"	"3807703"	"11,257"	"11,257"	"11,257"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,100"	"2009/12/31"	""	"3,55"	""
"ACU REV FXE PL /SF/N"	"CEM750"	"980545"	"Fonds de placement équilibré"	"3807703"	"15,309"	"15,309"	"15,309"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,220"	"2009/12/31"	""	"5,75"	""
"ACU TC30 A/C CC /N"	"CEM813"	"980848"	"Autres titres"	"3807153"	"7,326"	"7,326"	"7,326"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""
"ACUITY ALL CAP & INCM T/U"	"AAI.UN"	"005353"	"Fiducies de redevances"	"3308001"	"9,660"	"9,890"	"9,670"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2007/12/27"	"TSE"	"0,00"	""
"ACUITY FOCUSED T/RET T/U"	"AFU.UN"	"005383"	"Fiducies de redevances"	"3308001"	"5,950"	"5,990"	"5,960"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,030"	"2010/01/27"	"TSE"	"6,04"	""
"ACUITY GROWTH & INCM T/U"	"AIG.UN"	"005334"	"Fiducies de redevances"	"3308001"	"7,550"	"7,700"	"7,550"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,035"	"2010/01/27"	"TSE"	"5,56"	""
"AD OPT TECHNOLOGIES INC *"	""	"005204"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,020"	"2004/08/09"	""	"n/d"	""
"ADALTIS INC"	"ADS"	"005639"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ADANAC MOLYBDENUM CORP"	"AUA"	"005478"	"Actions ordinaires"	"330"	"0,095"	"0,105"	"0,100"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ADAPTEC INC"	"ADPT"	"005354"	"Actions ordinaires"	"315"	"3,180"	"3,190"	"3,190"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"ADAPTIVE BROADBAND CORP"	"ADAPQ"	"005327"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,018"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,080"	"2008/10/15"	"NAS"	"n/d"	""
"ADB SYSTEMS INTL LTD *"	"ADY"	"000889"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ADC TELECOMMUNICATION"	"ADCT"	"002286"	"Actions ordinaires"	"315"	"5,900"	"5,910"	"5,910"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"ADC TELECOMMUNICATION IN*"	""	"000414"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ADDAX PETROLEUM CORP *"	"AXC"	"005413"	"Actions ordinaires"	"330"	"52,700"	"52,790"	"52,710"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2009/08/11"	"TSE"	"0,76"	""
"ADDENDA CAPITAL INC *"	"ADV"	"005364"	"Actions ordinaires"	"330"	"26,470"	"26,500"	"26,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,340"	"2008/03/27"	"TSE"	"0,00"	""
"ADECCO SA UNSPON ADR"	"AHEXY"	"005736"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"28,230"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,689"	"2009/05/21"	"NAS"	"n/d"	""
"ADHEREX TECH INC"	"AHX"	"005429"	"Actions ordinaires"	"330"	"0,040"	"0,050"	"0,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ADHEREX TECH INC *"	""	"005423"	"Actions ordinaires"	"330"	"0,300"	"0,330"	"0,312"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ADOBE SYS INC"	"ADBE"	"005691"	"Actions ordinaires"	"315"	"34,150"	"34,160"	"34,160"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,013"	"2005/03/25"	"NAS"	"0,00"	""
"ADOBE VENTURES INC *"	"ADO.T"	"005687"	"Actions ordinaires"	"330"	"0,150"	"0,200"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/02/19"	""	"n/d"	""
"ADOBE VENTURES INC - NEW*"	"AV"	"005688"	"Actions ordinaires"	"330"	"0,690"	"0,750"	"0,690"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ADRIAN RESOURCES LTD *"	""	"005699"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ADS INC CL-A MV *"	"AAL.A"	"000295"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,050"	"2008/04/29"	"TSE"	"n/d"	""
"ADTRAN INC"	"ADTN"	"005704"	"Actions ordinaires"	"315"	"21,770"	"21,780"	"21,770"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,090"	"2010/02/02"	"NAS"	"1,65"	""
"ADV EN CV 144A 8.25%1FV0*"	"AVN.DB.B"	"R38727"	"Débentures convertibles"	"2756000"	"0,000"	"103,640"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,250"	"Obligation"	"2"	"2009/02/01"	"0,000"	""	"TSE"	"7,96"	"0,000000"
"ADV O&G SR-D CV7.75%1DC11"	"AAV.DB.D"	"R39769"	"Obligations (autres)"	"2756000"	"103,000"	"104,000"	"104,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2011/12/01"	"0,000"	""	"TSE"	"7,45"	"5,440350"
"ADVAN ENRGY CV 8% 31DC1*"	"AVN.DB.G"	"R41446"	"Débentures convertibles"	"2756000"	"90,000"	"99,000"	"95,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,000"	"Obligation"	"2"	"2011/12/31"	"0,000"	""	"TSE"	"8,42"	"10,934895"
"ADVANCED GAMING TECH *"	"ADVI"	"006017"	"Actions ordinaires"	"330"	"0,015"	"0,030"	"0,020"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/06/23"	"XY"	"n/d"	""
"ADVANCED MICRO DEVICES IN"	"AMD"	"005876"	"Actions ordinaires"	"315"	"8,070"	"8,080"	"8,070"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"ADVANT CV S-D 7.75% 1DC1*"	"AVN.DB.D"	"R39735"	"Débentures convertibles"	"2756000"	"92,500"	"93,000"	"92,750"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2011/12/01"	"0,000"	""	"TSE"	"8,36"	"12,234729"
"ADVANTAGE ENERGY INCM T/*"	"AVN.UN"	"006009"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,040"	"2009/02/25"	"TSE"	"n/d"	""
"ADVANTAGE ENG CV10%1NV07*"	"AVN.DB"	"R35137"	"Débentures convertibles"	"2756000"	"100,340"	"100,340"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,000"	"Obligation"	"2"	"2007/11/01"	"0,000"	""	"TSE"	"9,97"	"0,000000"
"ADVANTAGE OIL & GAS LTD"	"AAV"	"006010"	"Actions ordinaires"	"315"	"6,960"	"6,980"	"6,980"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"ADVITECH INC *"	"AVI"	"000279"	"Actions ordinaires"	"330"	"0,010"	"0,015"	"0,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"ADVITECH INC-NEW"	"AVI"	"000332"	"Actions ordinaires"	"330"	"0,065"	"0,070"	"0,065"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TNX"	"n/d"	""
"ADVITECH SOLUTIONS INC A"	""	"000263"	"Actions ordinaires"	"330"	"1,000"	"1,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"ADWALL CAPITAL CORP *"	""	"006000"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"AECON CV RED 7% 30SP14"	"ARE.DB"	"R00100"	"Débentures convertibles"	"2756000"	"107,000"	"107,990"	"107,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"1"	"2014/09/30"	"0,000"	""	"TSE"	"6,54"	"5,091005"
"AECON GROUP INC"	"ARE"	"006276"	"Actions ordinaires"	"315"	"14,090"	"14,130"	"14,090"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	"2009/12/22"	"TSE"	"1,42"	""
"AEGON N.V. ORD AMER REG"	"AEG"	"006255"	"Actions ordinaires"	"315"	"6,140"	"6,170"	"6,140"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,452"	"2008/08/08"	"NYS"	"14,73"	""
"AEON COMPANY LTD ADR"	"AONNY"	"006268"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"10,050"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,000"	"2009/08/26"	"NAS"	"0,00"	""
