"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
""	"L04688"	"Acceptations bancaires"	"2302100"	"99,975"	"99,975"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/09/15"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BNE 15SP08"
""	"L04561"	"Acceptations bancaires"	"2302100"	"99,957"	"99,957"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/02/19"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BNE 19FV08"
""	"L04607"	"Acceptations bancaires"	"2302100"	"99,989"	"99,989"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/02/28"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BNE 28FV08"
""	"L06430"	"Acceptations bancaires"	"2302100"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/12/31"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BNQ TD 31DC08"
""	"L15128"	"Acceptations bancaires"	"2302100"	"99,973"	"99,973"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/05/05"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BRC 5MI08"
""	"L00915"	"Acceptations bancaires"	"2302100"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/01/11"	"0,000"	""	""	"n/d"	"0,000000"	"ACC BANC BRY 11JA08"
"APS"	"004401"	"Actions ordinaires"	"330"	"0,015"	"0,020"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ACCELRATE POWER SYSTEMS *"
"ACN"	"004391"	"Actions ordinaires"	"315"	"33,080"	"33,100"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,500"	"2008/10/08"	"NYS"	"1,52"	""	"ACCENTURE LTD-CL-A *"
"ACN"	"004396"	"Actions ordinaires"	"315"	"41,900"	"41,930"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,750"	"2009/10/14"	"NYS"	"n/d"	""	"ACCENTURE PLC CL-A"
"AABC"	"004352"	"Actions ordinaires"	"330"	"18,450"	"19,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,350"	"2005/12/09"	"NAS"	"n/d"	""	"ACCESS ANYTIME BANCORP *"
"AE.UN"	"004439"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,163"	"2005/12/28"	"TSE"	"n/d"	""	"ACCLAIM ENERGY TR T/U-NE*"
""	"004427"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,065"	""	""	"n/d"	""	"ACCLAIM ENERGY TR-T/U *"
"ABD"	"004537"	"Actions ordinaires"	"315"	"8,140"	"8,160"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"ACCO BRANDS CORP"
"ACD"	"004421"	"Actions ordinaires"	"330"	"5,500"	"5,690"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,065"	"2009/11/10"	"TSE"	"4,73"	""	"ACCORD FINANCIAL CORP"
"ASA"	"000288"	"Actions ordinaires"	"330"	"0,560"	"0,570"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ACD SYSTEMS INTL INC"
"ACE.A"	"004516"	"Actions ordinaires"	"315"	"6,150"	"6,300"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ACE AVIATION HLDGS-A RV"
"ACE.B"	"004517"	"Actions ordinaires"	"330"	"6,130"	"6,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ACE AVIATION HLDGS-B VTG"
"ACE"	"004462"	"Actions ordinaires"	"315"	"48,410"	"48,430"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,310"	"2009/12/15"	"NYS"	"2,56"	""	"ACE LTD-NEW"
""	"004882"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ACER CAPITAL CORP *"
"ACET"	"004440"	"Actions ordinaires"	"330"	"5,440"	"5,450"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,100"	"2009/12/22"	"NAS"	"3,67"	""	"ACETO CORP"
""	"B83773"	"Obligations provinciales"	"2601305"	"107,552"	"107,552"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,650"	"Obligation"	"2"	"2017/06/15"	"0,000"	""	""	"4,32"	"3,481269"	"ACFA 4.65% 15JN17"
""	"B83760"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,600"	"Obligation"	"2"	"2008/12/15"	"0,000"	""	""	"3,60"	"0,000000"	"ACFA EX-11 TP 3.6% 15DC08"
""	"B83738"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,300"	"Obligation"	"2"	"2008/10/06"	"0,000"	""	""	"4,30"	"0,000000"	"ACFA EX-15 T/P 4.3% 6OC08"
""	"B83759"	"Obligations à taux progressifs"	"2601305"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,150"	"Obligation"	"2"	"2009/02/15"	"0,000"	""	""	"4,15"	"0,000000"	"ACFA EX-17 T/4.15% 15FV0*"
"ACG"	"000380"	"Actions ordinaires"	"3308015"	"8,250"	"8,250"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,050"	"2007/01/10"	"NYS"	"0,00"	""	"ACM INCOME FUND *"
"AKV"	"005100"	"Actions ordinaires"	"330"	"0,065"	"0,070"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ACREX VENTURES LTD"
"AYP.UN"	"005750"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2006/10/27"	"TSE"	"n/d"	""	"ACS MEDIA INCOME FUND T/*"
"FIA110"	"975816"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CR PME S1-07/S/N"
"FIA111"	"975005"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CR PME S2-07/S/N"
"FIA096"	"994168"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CROI PME96 /SF/N"
"FIA107"	"964142"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CRS PME S1-06 /N"
"FIA103"	"975547"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CRS PME S103/S/N"
"FIA105"	"969517"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CRS PME S105/S/N"
"FIA083"	"994868"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACT CRS PME-D /N"
"ACTL"	"005110"	"Actions ordinaires"	"330"	"11,060"	"11,070"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ACTEL CORP"
""	"005129"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/12/20"	""	"n/d"	""	"ACTFIT.COM INC *"
"AAA"	"005136"	"Actions ordinaires"	"330"	"0,020"	"0,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/05/13"	"V"	"n/d"	""	"ACTIVE ASSETS & ASSC INC*"
"ACT"	"005399"	"Actions ordinaires"	"330"	"0,050"	"0,055"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ACTIVE CONTROL TECHNO INC"
"ATVI"	"005254"	"Actions ordinaires"	"315"	"10,120"	"10,130"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ACTIVISION BLIZZARD INC"
"FIA100"	"989553"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROI PME S100/N"
"FIA101"	"970781"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROI PME S101/N"
"FIA102"	"978473"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROI PME S102/N"
"FIA092"	"995039"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S92/N"
"FIA093"	"994879"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S93/N"
"FIA094"	"995161"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S94/N"
"FIA095"	"994914"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S95/N"
"FIA097"	"994449"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S97/N"
"FIA098"	"991247"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S98/N"
"FIA099"	"982697"	"Fonds d'actions canadiennes"	"3807152"	"13,767"	"13,767"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,543"	"2009/12/31"	""	"3,94"	""	"ACTN CROIS PME S99/N"
"CEM423"	"987983"	"Fonds d'actions canadiennes"	"3807154"	"20,330"	"20,330"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,210"	"2007/12/31"	""	"1,03"	""	"ACU ACT CDN /N"
"CEM444"	"985807"	"Autres titres"	"3807153"	"19,936"	"19,936"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,520"	"2007/12/31"	""	"0,00"	""	"ACU ACT CDN TC30/S/N"
"CEM633"	"985829"	"Fonds de placement équilibré"	"3807155"	"12,363"	"12,363"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,080"	"2009/12/31"	""	"7,77"	""	"ACU H/REV /N"
"CEM780"	"980548"	"Fonds de placement équilibré"	"3807155"	"17,556"	"17,556"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,110"	"2009/12/31"	""	"7,52"	""	"ACU H/REV PL /SF/N"
"CEM413"	"985833"	"Fonds de placement équilibré"	"3807703"	"11,257"	"11,257"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,100"	"2009/12/31"	""	"3,55"	""	"ACU REV FXE /N"
"CEM750"	"980545"	"Fonds de placement équilibré"	"3807703"	"15,309"	"15,309"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,220"	"2009/12/31"	""	"5,75"	""	"ACU REV FXE PL /SF/N"
"CEM813"	"980848"	"Autres titres"	"3807153"	"7,326"	"7,326"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"ACU TC30 A/C CC /N"
"AAI.UN"	"005353"	"Fiducies de redevances"	"3308001"	"9,660"	"9,890"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2007/12/27"	"TSE"	"0,00"	""	"ACUITY ALL CAP & INCM T/U"
"AFU.UN"	"005383"	"Fiducies de redevances"	"3308001"	"5,950"	"5,990"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,030"	"2010/01/27"	"TSE"	"6,04"	""	"ACUITY FOCUSED T/RET T/U"
"AIG.UN"	"005334"	"Fiducies de redevances"	"3308001"	"7,550"	"7,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,035"	"2010/01/27"	"TSE"	"5,56"	""	"ACUITY GROWTH & INCM T/U"
""	"005204"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,020"	"2004/08/09"	""	"n/d"	""	"AD OPT TECHNOLOGIES INC *"
"ADS"	"005639"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ADALTIS INC"
"AUA"	"005478"	"Actions ordinaires"	"330"	"0,095"	"0,105"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ADANAC MOLYBDENUM CORP"
"ADPT"	"005354"	"Actions ordinaires"	"315"	"3,180"	"3,190"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ADAPTEC INC"
"ADAPQ"	"005327"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,080"	"2008/10/15"	"NAS"	"n/d"	""	"ADAPTIVE BROADBAND CORP"
"ADY"	"000889"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ADB SYSTEMS INTL LTD *"
"ADCT"	"002286"	"Actions ordinaires"	"315"	"5,900"	"5,910"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ADC TELECOMMUNICATION"
""	"000414"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ADC TELECOMMUNICATION IN*"
"AXC"	"005413"	"Actions ordinaires"	"330"	"52,700"	"52,790"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2009/08/11"	"TSE"	"0,76"	""	"ADDAX PETROLEUM CORP *"
"ADV"	"005364"	"Actions ordinaires"	"330"	"26,470"	"26,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,340"	"2008/03/27"	"TSE"	"0,00"	""	"ADDENDA CAPITAL INC *"
"AHEXY"	"005736"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,689"	"2009/05/21"	"NAS"	"n/d"	""	"ADECCO SA UNSPON ADR"
"AHX"	"005429"	"Actions ordinaires"	"330"	"0,040"	"0,050"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ADHEREX TECH INC"
""	"005423"	"Actions ordinaires"	"330"	"0,300"	"0,330"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ADHEREX TECH INC *"
"ADBE"	"005691"	"Actions ordinaires"	"315"	"34,150"	"34,160"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,013"	"2005/03/25"	"NAS"	"0,00"	""	"ADOBE SYS INC"
"ADO.T"	"005687"	"Actions ordinaires"	"330"	"0,150"	"0,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/02/19"	""	"n/d"	""	"ADOBE VENTURES INC *"
"AV"	"005688"	"Actions ordinaires"	"330"	"0,690"	"0,750"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ADOBE VENTURES INC - NEW*"
""	"005699"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ADRIAN RESOURCES LTD *"
"AAL.A"	"000295"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,050"	"2008/04/29"	"TSE"	"n/d"	""	"ADS INC CL-A MV *"
"ADTN"	"005704"	"Actions ordinaires"	"315"	"21,770"	"21,780"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,090"	"2010/02/02"	"NAS"	"1,65"	""	"ADTRAN INC"
"AVN.DB.B"	"R38727"	"Débentures convertibles"	"2756000"	"0,000"	"103,640"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,250"	"Obligation"	"2"	"2009/02/01"	"0,000"	""	"TSE"	"7,96"	"0,000000"	"ADV EN CV 144A 8.25%1FV0*"
"AAV.DB.D"	"R39769"	"Obligations (autres)"	"2756000"	"103,000"	"104,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2011/12/01"	"0,000"	""	"TSE"	"7,45"	"5,440350"	"ADV O&G SR-D CV7.75%1DC11"
"AVN.DB.G"	"R41446"	"Débentures convertibles"	"2756000"	"90,000"	"99,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,000"	"Obligation"	"2"	"2011/12/31"	"0,000"	""	"TSE"	"8,42"	"10,934895"	"ADVAN ENRGY CV 8% 31DC1*"
"ADVI"	"006017"	"Actions ordinaires"	"330"	"0,015"	"0,030"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/06/23"	"XY"	"n/d"	""	"ADVANCED GAMING TECH *"
"AMD"	"005876"	"Actions ordinaires"	"315"	"8,070"	"8,080"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"ADVANCED MICRO DEVICES IN"
"AVN.DB.D"	"R39735"	"Débentures convertibles"	"2756000"	"92,500"	"93,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2011/12/01"	"0,000"	""	"TSE"	"8,36"	"12,234729"	"ADVANT CV S-D 7.75% 1DC1*"
"AVN.UN"	"006009"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,040"	"2009/02/25"	"TSE"	"n/d"	""	"ADVANTAGE ENERGY INCM T/*"
"AVN.DB"	"R35137"	"Débentures convertibles"	"2756000"	"100,340"	"100,340"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,000"	"Obligation"	"2"	"2007/11/01"	"0,000"	""	"TSE"	"9,97"	"0,000000"	"ADVANTAGE ENG CV10%1NV07*"
"AAV"	"006010"	"Actions ordinaires"	"315"	"6,960"	"6,980"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"ADVANTAGE OIL & GAS LTD"
"AVI"	"000279"	"Actions ordinaires"	"330"	"0,010"	"0,015"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"ADVITECH INC *"
"AVI"	"000332"	"Actions ordinaires"	"330"	"0,065"	"0,070"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TNX"	"n/d"	""	"ADVITECH INC-NEW"
""	"000263"	"Actions ordinaires"	"330"	"1,000"	"1,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ADVITECH SOLUTIONS INC A"
""	"006000"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"ADWALL CAPITAL CORP *"
"ARE.DB"	"R00100"	"Débentures convertibles"	"2756000"	"107,000"	"107,990"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"1"	"2014/09/30"	"0,000"	""	"TSE"	"6,54"	"5,091005"	"AECON CV RED 7% 30SP14"
"ARE"	"006276"	"Actions ordinaires"	"315"	"14,090"	"14,130"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,050"	"2009/12/22"	"TSE"	"1,42"	""	"AECON GROUP INC"
"AEG"	"006255"	"Actions ordinaires"	"315"	"6,140"	"6,170"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,452"	"2008/08/08"	"NYS"	"14,73"	""	"AEGON N.V. ORD AMER REG"
"AONNY"	"006268"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,000"	"2009/08/26"	"NAS"	"0,00"	""	"AEON COMPANY LTD ADR"
"AMA"	"006315"	"Actions ordinaires"	"330"	"0,450"	"0,490"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"AEROMECHANICAL SVCS LTD"
"AES"	"000409"	"Actions ordinaires"	"315"	"13,390"	"13,400"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,000"	""	"NYS"	"0,00"	""	"AES CORP"
"AES.PR.C"	"000768"	"Actions privilégiées"	"310"	"46,280"	"46,550"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	"2075/01/01"	"0,844"	"2010/01/12"	"NYS"	"7,29"	""	"AES TR III 6.75% CV PFD"
"AEZ"	"392480"	"Actions ordinaires"	"330"	"0,980"	"1,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"AETERNA ZENTARIS INC"
""	"392467"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"AETERNA ZENTARIS INC *"
"AET"	"006575"	"Actions ordinaires"	"315"	"30,940"	"30,960"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,040"	"2009/11/10"	"NYS"	"0,13"	""	"AETNA INC"
"AFK"	"000699"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""	"AFCAN MINING CORP *"
"AFFX"	"006614"	"Actions ordinaires"	"315"	"5,660"	"5,670"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"AFFYMETRIX INC"
"AFL"	"006596"	"Actions ordinaires"	"315"	"50,190"	"50,200"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,280"	"2009/11/16"	"ASE"	"2,23"	""	"AFLAC INC"
"AFF"	"006652"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"AFTON FOOD GROUP"
"AFN.DB"	"R00066"	"Débentures convertibles"	"2756000"	"105,500"	"105,850"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"1"	"2014/12/31"	"0,000"	""	"TSE"	"6,61"	"5,464898"	"AG GROWTH CV 7% 31DC14"
