Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
AVN.DB.G	R41446	Convertible Debentures	2756000	90	99	CAD								n/a	Fallback by Subcategory	6	CA	No	12/31/2011	TSE	No	01/25/2010	8	n/a	2	Bond		0	8.42	10.934895	No	ADVAN ENRGY CV 8% 31DC1*
ADVI	6017	Common Stock	330	0.015	0.03	USD								n/a	Fallback by Subcategory	6	US	No		XY	No	01/25/2010	0	n/a	0	Equity	06/23/2003	0	n/a		No	ADVANCED GAMING TECH *
AMD	5876	Common Stock	315	8.07	8.08	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVANCED MICRO DEVICES IN
AVN.DB.D	R39735	Convertible Debentures	2756000	92.5	93	CAD								n/a	Fallback by Subcategory	6	CA	No	12/01/2011	TSE	No	01/25/2010	7.75	n/a	2	Bond		0	8.36	12.234729	No	ADVANT CV S-D 7.75% 1DC1*
ADLKF	6029	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVANTAGE LINK INC
AAV	6010	Common Stock	315	6.96	6.98	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVANTAGE OIL & GAS LTD
	5991	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0.22	n/a		No	ADVENTURE ELECTRONICS IN*
AVI	279	Common Stock	330	0.01	0.015	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVITECH INC *
AVI	332	Common Stock	330	0.065	0.07	CAD								n/a	Fallback by Subcategory	6	CA	No		TNX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVITECH INC-NEW
	263	Common Stock	330	1	1	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADVITECH SOLUTIONS INC A
	6000	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	ADWALL CAPITAL CORP *
ARE.DB	R00100	Convertible Debentures	2756000	107	107.99	CAD								n/a	Fallback by Subcategory	6	CA	No	09/30/2014	TSE	No	01/25/2010	7	n/a	1	Bond		0	6.54	5.091005	No	AECON CV RED 7% 30SP14
ARE	6276	Common Stock	315	14.09	14.13	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	12/22/2009	0.05	1.42		No	AECON GROUP INC
AEG	6255	Common Stock	315	6.14	6.17	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	2	Equity	08/08/2008	0.452	14.73		No	AEGON N.V. ORD AMER REG
AONNY	6268	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	08/26/2009	0	0		No	AEON COMPANY LTD ADR
AMA	6315	Common Stock	330	0.45	0.49	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AEROMECHANICAL SVCS LTD
AES	409	Common Stock	315	13.39	13.4	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	2	Equity		0	0		No	AES CORP
AES.PR.C	768	Preferred Shares	310	46.28	46.55	USD								n/a	Fallback by Subcategory	5	US	No	01/01/2075	NYS	No	01/25/2010	0	n/a	4	Equity	01/12/2010	0.844	7.29		No	AES TR III 6.75% CV PFD
AEZ	392480	Common Stock	330	0.98	1	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AETERNA ZENTARIS INC
AET	6575	Common Stock	315	30.94	30.96	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	1	Equity	11/10/2009	0.04	0.13		No	AETNA INC
AFFX	6614	Common Stock	315	5.66	5.67	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AFFYMETRIX INC
AFL	6596	Common Stock	315	50.19	50.2	USD								n/a	Fallback by Subcategory	6	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	11/16/2009	0.28	2.23		No	AFLAC INC
AFF	6652	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AFTON FOOD GROUP
AFN.DB	R00066	Convertible Debentures	2756000	105.5	105.85	CAD								n/a	Fallback by Subcategory	6	CA	No	12/31/2014	TSE	No	01/25/2010	7	n/a	1	Bond		0	6.61	5.464898	No	AG GROWTH CV 7% 31DC14
AGCO	6645	Common Stock	315	32.07	32.09	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity		0	0		No	AGCO CORP
AGR	6841	Common Stock	315	22.5	22.62	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AGERE SYSTEMS INC
AGF937C	981013	Asset Allocation Funds	3807600	29.7	29.7	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT CDN A/A-B /D
AGF943C	991070	Canadian Equity Funds	3807150	11.24	11.24	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT CDN FD-B /S
AGF934C	991063	Canadian Equity Funds	3807150	30.75	30.75	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT CROI-B CDN/S
AGF812C	991087	European Equity Funds	3807450	19.44	19.44	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT EURO CL /S
AGF144	994214	Global Equity Funds	3807500	15.33	15.33	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	06/12/2003	0	n/a		No	AGF ACT MDL /N
AGF145C	995567	Global Equity Funds	3807500	20.19	20.19	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT MDL -X
AGF307	994250	Global Equity Funds	3807500	5.82	5.82	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	06/12/2003	0	n/a		No	AGF ACT MDL RER /N
AGF308	994249	Global Equity Funds	3807500	5.82	5.82	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ACT MDL RER S/N
AGF695	998275	Global Equity Funds	3807500	6.72	6.72	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AGG GL STK /D/N
AGF258	972962	Global Equity Funds	3807500	6.72	6.72	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AGG GL STK /LL/N
AGF789	998272	North American Equity Funds	3807350	16.74	16.74	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AGG US GW /N
AGF680	998271	US Equity Funds	3807350	16.74	16.74	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AGG US GW /D/N
AGF266	988589	Asia-Pacific Rim Equity Funds	3807410	1.75	1.75	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AGGR JPN CL /N
AGF201	981230	US Equity Funds	3807250	16.56	16.56	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AME GW /N
AGF931	991077	US Equity Funds	3807250	16.56	16.56	CAD								n/a	Fallback by Subcategory	3	US	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AME GW /D/N
AGF931C	991076	US Equity Funds	3807250	20.05	20.05	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF AMER GWTH /D
AGF214	981236	Asia-Pacific Rim Equity Funds	3807420	11.34	11.34	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ASIAN GW /N
AGF944	980983	Asia-Pacific Rim Equity Funds	3807420	11.34	11.34	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ASIAN GW /D/N
AGF980	990969	Balanced Funds	3807720	22.23	22.23	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.106	0.48		No	AGF CDN BAL /D/N
AGF683	981088	Balanced Funds	3807720	6	6	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.01	2		No	AGF CDN BAL VAL /D/N
AGF933	991066	Canadian Bonds & Income Funds	3807700	5.72	5.72	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.042	8.86		No	AGF CDN BD /D/N
AGF936	991138	Canadian Bonds & Income Funds	3807700	5.72	5.72	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.042	8.86		No	AGF CDN BND AA-B/D/N
	6754	Investment Funds	380	5.23	5.23	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN BND FUND DSC
AGF936C	981008	Canadian Bonds & Income Funds	3807700	5.57	5.57	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN BND-A/A-B
AGF933C	991067	Canadian Bonds & Income Funds	3807700	5.56	5.56	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN BND-B /D
AGF945	991125	Canadian Bonds & Income Funds	3807703	8.95	8.95	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.017	2.28		No	AGF CDN C.I.M.I./D/N
AGF945C	991126	Canadian Bonds & Income Funds	3807705	9.05	9.05	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN CONV INCM /D
	991069	Canadian Equity Funds	3807150	14.72	14.72	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN EQTY FND-A *
	6756	Investment Funds	380	9.82	9.82	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN EQUITY FUND DSC
AGF934	991064	Canadian Equity Funds	3807152	52.52	52.52	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN GW EQ /D/N
AGF419	995320	Bond Funds	3807680	6.15	6.15	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.074	14.35		No	AGF CDN H/Y BD /N
AGF420	995321	Bond Funds	3807680	6.15	6.15	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.074	14.35		No	AGF CDN H/Y BD /D/N
AGF676	981044	Dividend Funds	3807154	35.45	35.45	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.074	0.21		No	AGF CDN L/C DIV /D/N
AGF3102	972396	Canadian Equity Funds	3807154	11.15	11.15	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/11/2009	0.04	4.32		No	AGF CDN L/C DV-V/D/N
AGF942	991136	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	01/25/2010	0	0		No	AGF CDN M/M-AA /D/N
AGF930	991106	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	01/25/2010	0	0		No	AGF CDN MNY MKT /D/N
AGF210	981224	Canadian Resource Equity Funds	3807200	48.55	48.55	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN RES /N
AGF940	991072	Canadian Resource Equity Funds	3807200	48.55	48.55	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN RES /D/N
AGF259	972947	Canadian Equity Funds	3807152	6.79	6.79	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN S/C /LL/N
AGF781	981039	Canadian Equity Funds	3807154	44.06	44.06	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN STK /N
AGF681	981040	Canadian Equity Funds	3807154	44.06	44.06	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN STK /D/N
AGF937	991140	Canadian Equity Funds	3807154	44.06	44.06	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CDN STK-AA /D/N
AGF386	995486	Canadian Equity Funds	3807154	20.19	20.19	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.498	2.46		No	AGF CDN VAL /D/N
AGF801	981240	Asia-Pacific Rim Equity Funds	3807430	17.91	17.91	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CHINA FOC /N
AGF802	980963	Asia-Pacific Rim Equity Funds	3807430	17.91	17.91	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CHINA FOC D/N
	6732	Common Stock		9.66	9.66	CAD								n/a	Fallback by Subcategory	6	CA	No		MU	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	AGF CONV INCME FD-DSC
CAGF944	6681	Asia-Pacific Rim Equity Funds	3807400	9.33	9.33	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CROIS ASIAT /S
AGF944C	980981	Asia-Pacific Rim Equity Funds	3807400	9.16	9.16	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF CROIS ASIAT /S
AGF802C	991081	Asia-Pacific Rim Equity Funds	3807400	6.8	6.8	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF DIR CHINE /S
AGF676C	981042	Dividend Funds	3807650	28.3	28.3	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF DIV CDN /S
AGF699	973355	Dividend Funds	3807725	11.63	11.63	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	11/30/2009	0.028	2.9		No	AGF DIV INCM /D/N
AGF483	939290	Balanced Funds	3807550	10.44	10.44	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/23/2008	0.047	0.45		No	AGF ELM BAL /N
AGF568	939287	International Bonds & Income Funds	3807751	10.23	10.23	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/29/2009	0.031	0.3		No	AGF ELM CONS /D/N
AGF449	939314	Global Equity Funds	3807500	9.48	9.48	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF ELM GL /LL/N
AGF398	939318	International Bonds & Income Funds	3807751	9.88	9.88	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/29/2009	0.04	4.83		No	AGF ELM YLD /LL/N
AGF791	998268	International Equity Funds	3807310	10	10	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/19/2008	0.031	0.31		No	AGF EMRG MKT /N
AGF679	981066	Balanced Funds	3807550	14.28	14.28	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	10/02/2003	0	n/a		No	AGF EQL MDE /S/N
AGF811	981242	European Equity Funds	3807450	25.22	25.22	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF EURO EQ /N
AGF812	980955	European Equity Funds	3807450	25.22	25.22	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF EURO EQ /D/N
AGF712	980961	European Equity Funds	3807450	23.84	23.84	USD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF EURO EQ U$ /D/N
AGF433	981541	Asia-Pacific Rim Equity Funds	3807410	3.07	3.07	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF FD JAPON RER/S/N
AGF970	991129	Special Funds	3807950	33.71	33.71	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GERMANY-B D/N
AGF960	991011	Global Equity Funds	3807500	8.46	8.46	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL EQ /D/N
AGF304	994245	Global Equity Funds	3807500	16.42	16.42	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL EQ /D/N
AGF148	995539	International Bonds & Income Funds	3807750	11.11	11.11	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/18/2009	0.028	2.99		No	AGF GL GOVT BD D/N
AGF965	988586	Global Equity Funds	3807500	3.06	3.06	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL PERSP CL /D/N
AGF290	972980	Global Equity Funds	3807500	3.06	3.06	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL PERSPC/LL/D/N
AGF916	990070	Real Estate Funds	3807640	8.67	8.67	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL R/E EQ /D/N
AGF782	981033	Global Equity Funds	3807500	26.96	26.96	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.12	0.45		No	AGF GL VAL /N
AGF682	981034	Global Equity Funds	3807500	26.96	26.96	CAD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.12	0.45		No	AGF GL VAL /D/N
AGF284	972974	Global Equity Funds	3807500	5.05	5.05	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL VAL /LL/N
AGF952	974945	Global Equity Funds	3807500	5.05	5.05	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF GL VAL CL /D/N
AGF582	981036	Global Equity Funds	3807500	25.48	25.48	USD								n/a	Fallback by Subcategory	3	ZZ	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/18/2009	0.113	0.44		No	AGF GL VAL U$ D/N
	991114	Canadian Equity Funds	3807152	8.83	8.83	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF H/INCM-A
	6706	Investment Funds	380	9.71	9.71	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF HIGH INCOME FD-DSC
AGF255	998523	International Equity Funds	3807300	10.57	10.57	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF INTL STK /N
AGF955	998517	International Equity Funds	3807300	10.57	10.57	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF INTL STK /D/N
AGF655	998522	International Equity Funds	3807300	9.99	9.99	USD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF INTL STK U$ /D/N
AGF682C	981030	Global Equity Funds	3807500	36.96	36.96	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF INTL VAL /D
AGF211	981234	Asia-Pacific Rim Equity Funds	3807410	3.12	3.12	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JAPAN /N
AGF941	991117	Asia-Pacific Rim Equity Funds	3807410	3.12	3.12	CAD								n/a	Fallback by Subcategory	4	ZZ	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JAPAN CL /D/N
	991115	Asia-Pacific Rim Equity Funds	3807400	6.1	6.1	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JPN CLS-A /N *
AGF941C	991116	Asia-Pacific Rim Equity Funds	3807400	3.62	3.62	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JPN FD /S
	991112	Asia-Pacific Rim Equity Funds	3807400	5.65	5.65	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JPN FND CLS-A *
AGF211C	981212	Asia-Pacific Rim Equity Funds	3807400	4.72	4.72	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF JPN-A
AGF942C	991103	Canadian Money Market Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	1	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF M/M A/A-B CDN
AGF.B	21915	Common Stock	315	15.57	15.66	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	01/07/2010	0.25	6.39		No	AGF MANAGEMENT LTD-B NV
AFP.UN	21917	Common Stock	3308002	0.425	0.45	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	1	Equity	12/29/2009	0.2	44.4		No	AGF MASTER LPU
AGF589C	995478	International Bonds & Income Funds	3807750	10.22	10.22	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF MDL OBL GOV-X
NAGF93	6708	Investment Funds	3807000	10	10	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF MMKT ACCT-B- DSC-NCI
AGF930	991107	Investment Funds	3807850	10	10	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	07/28/2004	0.01	0		No	AGF MMKT ACT-B- DSC
AGF794	998279	Alternative Investment Funds	3807610	0.48	0.48	CAD								n/a	Fallback by Subcategory	10	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF MNGD FUT /N
AGF687	981018	International Bonds & Income Funds	3807750	9.62	9.62	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	07/06/2001	0	n/a		No	AGF OBL GOUV GL*/S/N
AGF687C	981014	International Bonds & Income Funds	3807750	10.49	10.49	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF OBL GOUV GLB /S
	981011	International Bonds & Income Funds	3807750	10.83	10.83	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF OBL GOUV GLB /S*
AGF306	994251	Canadian Equity Funds	3807150	10.69	10.69	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF P/CAP CDN S/N
AGF428	994414	Canadian Equity Funds	3807150	13.26	13.26	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	01/09/2002	0	n/a		No	AGF PERSPECT CDN S/N
AGF333	995418	Canadian Resource Equity Funds	3807670	28.25	28.25	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF PREC MTL /N
AGF334	995419	Canadian Resource Equity Funds	3807670	28.25	28.25	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF PREC MTL /D/N
AGF670	981074	Asset Allocation Funds	3807600	5.64	5.64	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	08/15/2002	0	n/a		No	AGF R/ACTIF EURO/S/N
AGF410	981549	US Equity Funds	3807250	2.97	2.97	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF RER AMER CROI /N
AGF671	981022	Investment Funds	3807750	4.73	4.73	CAD								n/a	Fallback by Subcategory	5	CA	No		M	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF RER MOND OBL DSC
AGF671	981024	International Bonds & Income Funds	3807750	4.5	4.5	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund	07/06/2001	0	n/a		No	AGF RER OBL MDL *S/N
	991018	International Bonds & Income Funds	3807750	11.85	11.85	CAD								n/a	Fallback by Subcategory	2	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	AGF RER REV GLB-A *
