"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"MY (%)"	"YTM - Market (%)"	"Exclude from Billing"
"AGF ASIAN GW /N"	"AGF214"	"981236"	"Asia-Pacific Rim Equity Funds"	"3807420"	"11.340"	"11.340"	"11.340"	"CAD"	"n/a"	""	"No"
"AGF ASIAN GW /D/N"	"AGF944"	"980983"	"Asia-Pacific Rim Equity Funds"	"3807420"	"11.340"	"11.340"	"11.340"	"CAD"	"n/a"	""	"No"
"AGF CDN BAL /D/N"	"AGF980"	"990969"	"Balanced Funds"	"3807720"	"22.230"	"22.230"	"22.230"	"CAD"	"0.48"	""	"No"
"AGF CDN BAL VAL /D/N"	"AGF683"	"981088"	"Balanced Funds"	"3807720"	"6.000"	"6.000"	"6.000"	"CAD"	"2.00"	""	"No"
"AGF CDN BD /D/N"	"AGF933"	"991066"	"Canadian Bonds & Income Funds"	"3807700"	"5.720"	"5.720"	"5.720"	"CAD"	"8.86"	""	"No"
"AGF CDN BND AA-B/D/N"	"AGF936"	"991138"	"Canadian Bonds & Income Funds"	"3807700"	"5.720"	"5.720"	"5.720"	"CAD"	"8.86"	""	"No"
"AGF CDN BND FUND DSC"	""	"006754"	"Investment Funds"	"380"	"5.230"	"5.230"	"5.230"	"CAD"	"n/a"	""	"No"
"AGF CDN BND-A/A-B"	"AGF936C"	"981008"	"Canadian Bonds & Income Funds"	"3807700"	"5.570"	"5.570"	"5.570"	"CAD"	"n/a"	""	"No"
"AGF CDN BND-B /D"	"AGF933C"	"991067"	"Canadian Bonds & Income Funds"	"3807700"	"5.560"	"5.560"	"5.560"	"CAD"	"n/a"	""	"No"
"AGF CDN C.I.M.I./D/N"	"AGF945"	"991125"	"Canadian Bonds & Income Funds"	"3807703"	"8.950"	"8.950"	"8.950"	"CAD"	"2.28"	""	"No"
"AGF CDN CONV INCM /D"	"AGF945C"	"991126"	"Canadian Bonds & Income Funds"	"3807705"	"9.050"	"9.050"	"9.050"	"CAD"	"n/a"	""	"No"
"AGF CDN EQTY FND-A *"	""	"991069"	"Canadian Equity Funds"	"3807150"	"14.720"	"14.720"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF CDN EQUITY FUND DSC"	""	"006756"	"Investment Funds"	"380"	"9.820"	"9.820"	"9.820"	"CAD"	"n/a"	""	"No"
"AGF CDN GW EQ /D/N"	"AGF934"	"991064"	"Canadian Equity Funds"	"3807152"	"52.520"	"52.520"	"52.520"	"CAD"	"n/a"	""	"No"
"AGF CDN H/Y BD /N"	"AGF419"	"995320"	"Bond Funds"	"3807680"	"6.150"	"6.150"	"6.150"	"CAD"	"14.35"	""	"No"
"AGF CDN H/Y BD /D/N"	"AGF420"	"995321"	"Bond Funds"	"3807680"	"6.150"	"6.150"	"6.150"	"CAD"	"14.35"	""	"No"
"AGF CDN L/C DIV /D/N"	"AGF676"	"981044"	"Dividend Funds"	"3807154"	"35.450"	"35.450"	"35.450"	"CAD"	"0.21"	""	"No"
"AGF CDN L/C DV-V/D/N"	"AGF3102"	"972396"	"Canadian Equity Funds"	"3807154"	"11.150"	"11.150"	"11.150"	"CAD"	"4.32"	""	"No"
"AGF CDN M/M-AA /D/N"	"AGF942"	"991136"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.00"	""	"No"
"AGF CDN MNY MKT /D/N"	"AGF930"	"991106"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.00"	""	"No"
"AGF CDN RES /N"	"AGF210"	"981224"	"Canadian Resource Equity Funds"	"3807200"	"48.550"	"48.550"	"48.550"	"CAD"	"n/a"	""	"No"
"AGF CDN RES /D/N"	"AGF940"	"991072"	"Canadian Resource Equity Funds"	"3807200"	"48.550"	"48.550"	"48.550"	"CAD"	"n/a"	""	"No"
"AGF CDN S/C /LL/N"	"AGF259"	"972947"	"Canadian Equity Funds"	"3807152"	"6.790"	"6.790"	"6.790"	"CAD"	"n/a"	""	"No"
"AGF CDN STK /N"	"AGF781"	"981039"	"Canadian Equity Funds"	"3807154"	"44.060"	"44.060"	"44.060"	"CAD"	"n/a"	""	"No"
"AGF CDN STK /D/N"	"AGF681"	"981040"	"Canadian Equity Funds"	"3807154"	"44.060"	"44.060"	"44.060"	"CAD"	"n/a"	""	"No"
"AGF CDN STK-AA /D/N"	"AGF937"	"991140"	"Canadian Equity Funds"	"3807154"	"44.060"	"44.060"	"44.060"	"CAD"	"n/a"	""	"No"
"AGF CDN VAL /D/N"	"AGF386"	"995486"	"Canadian Equity Funds"	"3807154"	"20.190"	"20.190"	"20.190"	"CAD"	"2.46"	""	"No"
"AGF CHINA FOC /N"	"AGF801"	"981240"	"Asia-Pacific Rim Equity Funds"	"3807430"	"17.910"	"17.910"	"17.910"	"CAD"	"n/a"	""	"No"
"AGF CHINA FOC D/N"	"AGF802"	"980963"	"Asia-Pacific Rim Equity Funds"	"3807430"	"17.910"	"17.910"	"17.910"	"CAD"	"n/a"	""	"No"
"AGF CONV INCME FD-DSC"	""	"006732"	"Common Stock"	""	"9.660"	"9.660"	"9.660"	"CAD"	"n/a"	""	"No"
"AGF CROIS ASIAT /S"	"CAGF944"	"006681"	"Asia-Pacific Rim Equity Funds"	"3807400"	"9.330"	"9.330"	"9.330"	"CAD"	"n/a"	""	"No"
"AGF CROIS ASIAT /S"	"AGF944C"	"980981"	"Asia-Pacific Rim Equity Funds"	"3807400"	"9.160"	"9.160"	"9.160"	"CAD"	"n/a"	""	"No"
"AGF DIR CHINE /S"	"AGF802C"	"991081"	"Asia-Pacific Rim Equity Funds"	"3807400"	"6.800"	"6.800"	"6.800"	"CAD"	"n/a"	""	"No"
"AGF DIV CDN /S"	"AGF676C"	"981042"	"Dividend Funds"	"3807650"	"28.300"	"28.300"	"28.300"	"CAD"	"n/a"	""	"No"
"AGF DIV INCM /D/N"	"AGF699"	"973355"	"Dividend Funds"	"3807725"	"11.630"	"11.630"	"11.630"	"CAD"	"2.90"	""	"No"
"AGF ELM BAL /N"	"AGF483"	"939290"	"Balanced Funds"	"3807550"	"10.440"	"10.440"	"10.440"	"CAD"	"0.45"	""	"No"
"AGF ELM CONS /D/N"	"AGF568"	"939287"	"International Bonds & Income Funds"	"3807751"	"10.230"	"10.230"	"10.230"	"CAD"	"0.30"	""	"No"
"AGF ELM GL /LL/N"	"AGF449"	"939314"	"Global Equity Funds"	"3807500"	"9.480"	"9.480"	"9.480"	"CAD"	"n/a"	""	"No"
"AGF ELM YLD /LL/N"	"AGF398"	"939318"	"International Bonds & Income Funds"	"3807751"	"9.880"	"9.880"	"9.880"	"CAD"	"4.83"	""	"No"
"AGF EMRG MKT /N"	"AGF791"	"998268"	"International Equity Funds"	"3807310"	"10.000"	"10.000"	"10.000"	"CAD"	"0.31"	""	"No"
"AGF EQL MDE /S/N"	"AGF679"	"981066"	"Balanced Funds"	"3807550"	"14.280"	"14.280"	"14.280"	"CAD"	"n/a"	""	"No"
"AGF EURO EQ /N"	"AGF811"	"981242"	"European Equity Funds"	"3807450"	"25.220"	"25.220"	"25.220"	"CAD"	"n/a"	""	"No"
"AGF EURO EQ /D/N"	"AGF812"	"980955"	"European Equity Funds"	"3807450"	"25.220"	"25.220"	"25.220"	"CAD"	"n/a"	""	"No"
"AGF EURO EQ U$ /D/N"	"AGF712"	"980961"	"European Equity Funds"	"3807450"	"23.840"	"23.840"	"23.840"	"USD"	"n/a"	""	"No"
"AGF FD JAPON RER/S/N"	"AGF433"	"981541"	"Asia-Pacific Rim Equity Funds"	"3807410"	"3.070"	"3.070"	"3.070"	"CAD"	"n/a"	""	"No"
"AGF GERMANY-B D/N"	"AGF970"	"991129"	"Special Funds"	"3807950"	"33.710"	"33.710"	"33.710"	"CAD"	"n/a"	""	"No"
"AGF GL EQ /D/N"	"AGF960"	"991011"	"Global Equity Funds"	"3807500"	"8.460"	"8.460"	"8.460"	"CAD"	"n/a"	""	"No"
"AGF GL EQ /D/N"	"AGF304"	"994245"	"Global Equity Funds"	"3807500"	"16.420"	"16.420"	"16.420"	"CAD"	"n/a"	""	"No"
"AGF GL GOVT BD D/N"	"AGF148"	"995539"	"International Bonds & Income Funds"	"3807750"	"11.110"	"11.110"	"11.110"	"CAD"	"2.99"	""	"No"
"AGF GL PERSP CL /D/N"	"AGF965"	"988586"	"Global Equity Funds"	"3807500"	"3.060"	"3.060"	"3.060"	"CAD"	"n/a"	""	"No"
"AGF GL PERSPC/LL/D/N"	"AGF290"	"972980"	"Global Equity Funds"	"3807500"	"3.060"	"3.060"	"3.060"	"CAD"	"n/a"	""	"No"
"AGF GL R/E EQ /D/N"	"AGF916"	"990070"	"Real Estate Funds"	"3807640"	"8.670"	"8.670"	"8.670"	"CAD"	"n/a"	""	"No"
"AGF GL VAL /N"	"AGF782"	"981033"	"Global Equity Funds"	"3807500"	"26.960"	"26.960"	"26.960"	"CAD"	"0.45"	""	"No"
"AGF GL VAL /D/N"	"AGF682"	"981034"	"Global Equity Funds"	"3807500"	"26.960"	"26.960"	"26.960"	"CAD"	"0.45"	""	"No"
"AGF GL VAL /LL/N"	"AGF284"	"972974"	"Global Equity Funds"	"3807500"	"5.050"	"5.050"	"5.050"	"CAD"	"n/a"	""	"No"
"AGF GL VAL CL /D/N"	"AGF952"	"974945"	"Global Equity Funds"	"3807500"	"5.050"	"5.050"	"5.050"	"CAD"	"n/a"	""	"No"
"AGF GL VAL U$ D/N"	"AGF582"	"981036"	"Global Equity Funds"	"3807500"	"25.480"	"25.480"	"25.480"	"USD"	"0.44"	""	"No"
"AGF H/INCM-A"	""	"991114"	"Canadian Equity Funds"	"3807152"	"8.830"	"8.830"	"8.830"	"CAD"	"n/a"	""	"No"
"AGF HIGH INCOME FD-DSC"	""	"006706"	"Investment Funds"	"380"	"9.710"	"9.710"	"9.710"	"CAD"	"n/a"	""	"No"
"AGF INTL STK /N"	"AGF255"	"998523"	"International Equity Funds"	"3807300"	"10.570"	"10.570"	"10.570"	"CAD"	"n/a"	""	"No"
"AGF INTL STK /D/N"	"AGF955"	"998517"	"International Equity Funds"	"3807300"	"10.570"	"10.570"	"10.570"	"CAD"	"n/a"	""	"No"
"AGF INTL STK U$ /D/N"	"AGF655"	"998522"	"International Equity Funds"	"3807300"	"9.990"	"9.990"	"9.990"	"USD"	"n/a"	""	"No"
"AGF INTL VAL /D"	"AGF682C"	"981030"	"Global Equity Funds"	"3807500"	"36.960"	"36.960"	"36.960"	"CAD"	"n/a"	""	"No"
"AGF JAPAN /N"	"AGF211"	"981234"	"Asia-Pacific Rim Equity Funds"	"3807410"	"3.120"	"3.120"	"3.120"	"CAD"	"n/a"	""	"No"
"AGF JAPAN CL /D/N"	"AGF941"	"991117"	"Asia-Pacific Rim Equity Funds"	"3807410"	"3.120"	"3.120"	"3.120"	"CAD"	"n/a"	""	"No"
"AGF JPN CLS-A /N *"	""	"991115"	"Asia-Pacific Rim Equity Funds"	"3807400"	"6.100"	"6.100"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF JPN FD /S"	"AGF941C"	"991116"	"Asia-Pacific Rim Equity Funds"	"3807400"	"3.620"	"3.620"	"3.620"	"CAD"	"n/a"	""	"No"
"AGF JPN FND CLS-A *"	""	"991112"	"Asia-Pacific Rim Equity Funds"	"3807400"	"5.650"	"5.650"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF JPN-A"	"AGF211C"	"981212"	"Asia-Pacific Rim Equity Funds"	"3807400"	"4.720"	"4.720"	"4.720"	"CAD"	"n/a"	""	"No"
"AGF M/M A/A-B CDN"	"AGF942C"	"991103"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"n/a"	""	"No"
"AGF MANAGEMENT LTD-B NV"	"AGF.B"	"021915"	"Common Stock"	"315"	"15.570"	"15.660"	"15.640"	"CAD"	"6.39"	""	"No"
"AGF MASTER LPU"	"AFP.UN"	"021917"	"Common Stock"	"3308002"	"0.425"	"0.450"	"0.450"	"CAD"	"44.40"	""	"No"
"AGF MDL OBL GOV-X"	"AGF589C"	"995478"	"International Bonds & Income Funds"	"3807750"	"10.220"	"10.220"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF MMKT ACCT-B- DSC-NCI"	"NAGF93"	"006708"	"Investment Funds"	"3807000"	"10.000"	"10.000"	"10.000"	"CAD"	"n/a"	""	"No"
"AGF MMKT ACT-B- DSC"	"AGF930"	"991107"	"Investment Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.00"	""	"No"
"AGF MNGD FUT /N"	"AGF794"	"998279"	"Alternative Investment Funds"	"3807610"	"0.480"	"0.480"	"0.480"	"CAD"	"n/a"	""	"No"
"AGF OBL GOUV GL*/S/N"	"AGF687"	"981018"	"International Bonds & Income Funds"	"3807750"	"9.620"	"9.620"	"9.620"	"CAD"	"n/a"	""	"No"
"AGF OBL GOUV GLB /S"	"AGF687C"	"981014"	"International Bonds & Income Funds"	"3807750"	"10.490"	"10.490"	"10.490"	"CAD"	"n/a"	""	"No"
"AGF OBL GOUV GLB /S*"	""	"981011"	"International Bonds & Income Funds"	"3807750"	"10.830"	"10.830"	"10.830"	"CAD"	"n/a"	""	"No"
"AGF P/CAP CDN S/N"	"AGF306"	"994251"	"Canadian Equity Funds"	"3807150"	"10.690"	"10.690"	"10.690"	"CAD"	"n/a"	""	"No"
"AGF PERSPECT CDN S/N"	"AGF428"	"994414"	"Canadian Equity Funds"	"3807150"	"13.260"	"13.260"	"13.260"	"CAD"	"n/a"	""	"No"
"AGF PREC MTL /N"	"AGF333"	"995418"	"Canadian Resource Equity Funds"	"3807670"	"28.250"	"28.250"	"28.250"	"CAD"	"n/a"	""	"No"
"AGF PREC MTL /D/N"	"AGF334"	"995419"	"Canadian Resource Equity Funds"	"3807670"	"28.250"	"28.250"	"28.250"	"CAD"	"n/a"	""	"No"
"AGF R/ACTIF EURO/S/N"	"AGF670"	"981074"	"Asset Allocation Funds"	"3807600"	"5.640"	"5.640"	"5.640"	"CAD"	"n/a"	""	"No"
"AGF RER AMER CROI /N"	"AGF410"	"981549"	"US Equity Funds"	"3807250"	"2.970"	"2.970"	"2.970"	"CAD"	"n/a"	""	"No"
"AGF RER MOND OBL DSC"	"AGF671"	"981022"	"Investment Funds"	"3807750"	"4.730"	"4.730"	"4.730"	"CAD"	"n/a"	""	"No"
"AGF RER OBL MDL *S/N"	"AGF671"	"981024"	"International Bonds & Income Funds"	"3807750"	"4.500"	"4.500"	"4.500"	"CAD"	"n/a"	""	"No"
"AGF RER REV GLB-A *"	""	"991018"	"International Bonds & Income Funds"	"3807750"	"11.850"	"11.850"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF RES CDN /S"	"AGF940C"	"991073"	"Canadian Resource Equity Funds"	"3807200"	"15.940"	"15.940"	"15.940"	"CAD"	"n/a"	""	"No"
"AGF RSA AMER SP /S"	"AGF780"	"980997"	"Investment Funds"	"3807600"	"23.570"	"23.570"	"23.570"	"CAD"	"0.95"	""	"No"
"AGF RSA CDN /S"	"AGF683C"	"981086"	"Asset Allocation Funds"	"3807600"	"7.290"	"7.290"	"7.290"	"CAD"	"n/a"	""	"No"
"AGF RSP EURO EQT D/N"	"AGF432"	"981542"	"European Equity Funds"	"3807450"	"5.870"	"5.870"	"5.870"	"CAD"	"n/a"	""	"No"
"AGF RSP GLBL BND D/N"	"AGF572"	"995516"	"International Bonds & Income Funds"	"3807750"	"10.270"	"10.270"	"10.270"	"CAD"	"1.52"	""	"No"
"AGF RSP INTL VAL/D/N"	"AGF434"	"970789"	"Global Equity Funds"	"3807500"	"5.180"	"5.180"	"5.180"	"CAD"	"n/a"	""	"No"
"AGF SOC MDL RER S/N"	"AGF310"	"970930"	"Global Equity Funds"	"3807500"	"4.640"	"4.640"	"4.640"	"CAD"	"n/a"	""	"No"
"AGF SPEC FND-C *"	""	"990992"	"US Equity Funds"	"3807250"	"5.530"	"5.530"	"0.000"	"CAD"	"n/a"	""	"No"
"AGF SPEC US CL-A /N"	"AGF202"	"981232"	"US Equity Funds"	"3807255"	"6.900"	"6.900"	"6.900"	"CAD"	"n/a"	""	"No"
"AGF SPEC US CL-A /N*"	""	"981007"	"US Equity Funds"	"3807250"	"12.760"	"12.760"	"12.760"	"CAD"	"n/a"	""	"No"
"AGF VAL CDN /S"	"AGF386C"	"995480"	"Canadian Equity Funds"	"3807150"	"17.710"	"17.710"	"17.710"	"CAD"	"n/a"	""	"No"
"AGF VAL INTL RER /N"	"AGF414"	"970788"	"Global Equity Funds"	"3807500"	"5.180"	"5.180"	"5.180"	"CAD"	"n/a"	""	"No"
"AGF WRLD BAL /N"	"AGF784"	"981081"	"Balanced Funds"	"3807520"	"16.310"	"16.310"	"16.310"	"CAD"	"1.37"	""	"No"
"AGF WRLD BAL /D/N"	"AGF684"	"981082"	"Balanced Funds"	"3807520"	"16.310"	"16.310"	"16.310"	"CAD"	"1.37"	""	"No"
"AGF WRLD BAL /D/N"	"AGF780"	"981097"	"Balanced Funds"	"3807520"	"16.310"	"16.310"	"16.310"	"CAD"	"n/a"	""	"No"
"AGF WRLD BAL /LLN"	"AGF253"	"972959"	"Balanced Funds"	"3807520"	"16.310"	"16.310"	"16.310"	"CAD"	"1.37"	""	"No"
"AGILENT TECHNOLOGIES INC"	"A"	"007145"	"Common Stock"	"315"	"29.440"	"29.450"	"29.450"	"USD"	"n/a"	""	"No"
"AGL RES INC"	"AGL"	"000618"	"Common Stock"	"315"	"35.880"	"35.910"	"35.910"	"USD"	"4.79"	""	"No"
"AGNI-EA CV RD 4.5%15FB12S"	"AEM.DB.U"	"R04001"	"Bonds (other)"	"2756000"	"100.000"	"0.000"	"0.000"	"USD"	"4.50"	"4.498695"	"No"
"AGNICO-EAGLE MINES LTD"	"AEM"	"006882"	"Common Stock"	"315"	"56.050"	"56.240"	"56.100"	"CAD"	"0.34"	""	"No"
"AGRIUM INC"	"AGU"	"006906"	"Common Stock"	"315"	"62.300"	"62.500"	"62.380"	"CAD"	"0.19"	""	"No"
"AGS ENERGY 2005-1 F/T LPU"	""	"002250"	"Common Stock"	"3308002"	"13.930"	"13.930"	"13.930"	"CAD"	"n/a"	""	"No"
"AGS LAW RES LTD/NL/N"	"CGS301"	"944078"	"Alternative Investment Funds"	"3807610"	"16.095"	"16.095"	"16.095"	"CAD"	"n/a"	""	"No"
"AGT BEO CB 8.8% 22SP25"	""	"R00080"	"Corporate Bonds"	"2606000"	"126.520"	"126.520"	"126.520"	"CAD"	"6.96"	"6.138205"	"No"
"AIC ADVANTAGE I /N"	"AIC715"	"981116"	"Canadian Equity Funds"	"3807154"	"67.900"	"67.900"	"67.900"	"CAD"	"0.55"	""	"No"
"AIC ADVTG /D/N"	"AIC116"	"991206"	"Canadian Equity Funds"	"3807154"	"67.900"	"67.900"	"67.900"	"CAD"	"0.55"	""	"No"
"AIC ADVTG II /N"	"AIC119"	"990853"	"Canadian Equity Funds"	"3807154"	"8.070"	"8.070"	"8.070"	"CAD"	"n/a"	""	"No"
"AIC ADVTG II /D/N"	"AIC120"	"990854"	"Canadian Equity Funds"	"3807154"	"8.070"	"8.070"	"8.070"	"CAD"	"n/a"	""	"No"
"AIC AM ADV US$ D/N"	"AIC910"	"990144"	"Global Equity Funds"	"3807620"	"4.104"	"4.104"	"4.104"	"USD"	"n/a"	""	"No"
"AIC AM ADVTG /D/N"	"AIC310"	"993537"	"Global Equity Funds"	"3807620"	"4.340"	"4.340"	"4.340"	"CAD"	"n/a"	""	"No"
"AIC AM FOC /D/N"	"AIC336"	"970521"	"US Equity Funds"	"3807250"	"3.890"	"3.890"	"3.890"	"CAD"	"n/a"	""	"No"
"AIC AVANT /S"	"AIC116C"	"991205"	"Canadian Equity Funds"	"3807150"	"67.670"	"67.670"	"67.670"	"CAD"	"n/a"	""	"No"
"AIC BND /D/N"	"AIC322"	"982643"	"Canadian Bonds & Income Funds"	"3807700"	"5.850"	"5.850"	"5.850"	"CAD"	"2.90"	""	"No"
"AIC CDN BAL /D/N"	"AIC402"	"993226"	"Balanced Funds"	"3807720"	"4.910"	"4.910"	"4.910"	"CAD"	"1.47"	""	"No"
"AIC CDN FOC /D/N"	"AIC314"	"989044"	"Canadian Equity Funds"	"3807154"	"7.270"	"7.270"	"7.270"	"CAD"	"3.36"	""	"No"
"AIC COP ITL D/I /D/N"	"AIC234"	"991212"	"International Equity Funds"	"3807300"	"10.820"	"10.820"	"10.820"	"CAD"	"1.52"	""	"No"
"AIC DIVF CDA SPLIT PRF S*"	"ADC.PR.A"	"000330"	"Split Preferred Shares"	"3108005"	"25.120"	"25.290"	"25.120"	"CAD"	"5.97"	""	"No"
"AIC DVF CDA CC /D/N"	"AIC2302"	"984819"	"Canadian Equity Funds"	"3807154"	"4.390"	"4.390"	"4.390"	"CAD"	"1.47"	""	"No"
"AIC DVSF CDA /N"	"AIC301"	"992572"	"Canadian Equity Funds"	"3807154"	"35.360"	"35.360"	"35.360"	"CAD"	"n/a"	""	"No"
"AIC DVSF CDA /D/N"	"AIC302"	"992573"	"Canadian Equity Funds"	"3807154"	"35.360"	"35.360"	"35.360"	"CAD"	"n/a"	""	"No"
"AIC DVSFD SC&TEC/D/N"	"AIC338"	"989977"	"Miscellaneous"	"3807170"	"1.040"	"1.040"	"1.040"	"CAD"	"n/a"	""	"No"
"AIC GL FOC /LL/N"	"AIC318"	"959364"	"Global Equity Funds"	"3807500"	"10.430"	"10.430"	"10.430"	"CAD"	"1.21"	""	"No"
"AIC GLOBAL FINCL SPLIT A"	"ASC"	"002102"	"Common Stock"	"3308005"	"1.100"	"1.500"	"1.100"	"CAD"	"47.73"	""	"No"
"AIC GLOBAL FINCL SPLIT PF"	"ASC.PR.A"	"002103"	"Preferred Shares"	"3108005"	"9.150"	"9.320"	"9.200"	"CAD"	"5.71"	""	"No"
"AIC INTL RES CORP"	"AIREF"	"000321"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"AIC MNY MKT /N"	"AIC731"	"991085"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.06"	""	"No"
"AIC MNY MKT /D/N"	"AIC232"	"991223"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.06"	""	"No"
"AIC MNY MKT CC /N"	"AIC2731"	"984643"	"Canadian Money Market Funds"	"3807850"	"5.903"	"5.903"	"5.903"	"CAD"	"n/a"	""	"No"
"AIC RER ACT MOND D/N"	"AIC450"	"981470"	"International Equity Funds"	"3807300"	"3.070"	"3.070"	"3.070"	"CAD"	"n/a"	""	"No"
"AIC RER AVAN MON/S/N"	"AIC446"	"981476"	"International Equity Funds"	"3807300"	"2.750"	"2.750"	"2.750"	"CAD"	"n/a"	""	"No"
"AIC RER DV SC TC S/N"	"AIC456"	"989980"	"Global Equity Funds"	"3807170"	"1.460"	"1.460"	"1.460"	"CAD"	"n/a"	""	"No"
"AIC RSP AM FOC /D/N"	"AIC454"	"970525"	"US Equity Funds"	"3807250"	"5.880"	"5.880"	"5.880"	"CAD"	"n/a"	""	"No"
"AIC VAL /N"	"AIC117"	"991202"	"US Equity Funds"	"3807250"	"19.040"	"19.040"	"19.040"	"CAD"	"n/a"	""	"No"
"AIC VAL /D/N"	"AIC118"	"991208"	"US Equity Funds"	"3807250"	"19.040"	"19.040"	"19.040"	"CAD"	"n/a"	""	"No"
"AIM CDA MNY MKT /N"	"AIM023"	"994241"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.05"	""	"No"
"AIM CDA MNY MKT /D/N"	"AIM021"	"994240"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"0.05"	""	"No"
"AIM CDN BAL /D/N"	"AIM598"	"980947"	"Balanced Funds"	"3807720"	"28.051"	"28.051"	"28.051"	"CAD"	"0.79"	""	"No"
"AIM CDN BAL-T6 /D/N"	"AIM27381"	"959697"	"Balanced Funds"	"3807720"	"12.492"	"12.492"	"12.492"	"CAD"	"6.04"	""	"No"
"AIM CDN PREM /N"	"AIM924"	"980908"	"Canadian Equity Funds"	"3807154"	"20.533"	"20.533"	"20.533"	"CAD"	"n/a"	""	"No"
"AIM CDN PREM /D/N"	"AIM925"	"980910"	"Canadian Equity Funds"	"3807154"	"20.533"	"20.533"	"20.533"	"CAD"	"n/a"	""	"No"
"AIM CDN PREM /LL/N"	"AIM729"	"980750"	"Canadian Equity Funds"	"3807154"	"20.533"	"20.533"	"20.533"	"CAD"	"n/a"	""	"No"
"AIM CDN PREM CL /D/N"	"AIM301"	"995981"	"Canadian Equity Funds"	"3807154"	"12.838"	"12.838"	"12.838"	"CAD"	"1.14"	""	"No"
"AIM DNT DM TR CL D/N"	"AIM611"	"988726"	"US Equity Funds"	"3807250"	"4.181"	"4.181"	"4.181"	"CAD"	"0.00"	""	"No"
"AIM EURO GWTH /N"	"AIM595"	"997007"	"European Equity Funds"	"3807450"	"13.785"	"13.785"	"13.785"	"CAD"	"0.96"	""	"No"
"AIM EURO GWTH /D/N"	"AIM596"	"997008"	"European Equity Funds"	"3807450"	"13.785"	"13.785"	"13.785"	"CAD"	"n/a"	""	"No"
"AIM EURO GWTH/LL/D/N"	"AIM904"	"997039"	"European Equity Funds"	"3807450"	"13.785"	"13.785"	"13.785"	"CAD"	"0.96"	""	"No"
"AIM GL BAL-A /N"	"AIM794"	"980939"	"Balanced Funds"	"3807520"	"3.121"	"3.121"	"3.121"	"CAD"	"n/a"	""	"No"
"AIM GL BAL-A /D/N"	"AIM795"	"980940"	"Balanced Funds"	"3807520"	"3.121"	"3.121"	"3.121"	"CAD"	"n/a"	""	"No"
"AIM GL GW CL-A /D/N"	"AIM591"	"994236"	"Global Equity Funds"	"3807500"	"6.014"	"6.014"	"6.014"	"CAD"	"n/a"	""	"No"
"AIM GL GW CL-AU$/D/N"	"AIM592"	"994237"	"Global Equity Funds"	"3807500"	"5.682"	"5.682"	"5.682"	"USD"	"0.41"	""	"No"
"AIM GL GW-A /LL/D/N"	"AIM585"	"979297"	"Global Equity Funds"	"3807500"	"6.014"	"6.014"	"6.014"	"CAD"	"0.40"	""	"No"
"AIM GL REV&CR S/N"	"AIM001"	"995255"	"Balanced Funds"	"3807550"	"6.199"	"6.199"	"6.199"	"CAD"	"n/a"	""	"No"
"AIM GL TELCM MD /N"	"AIM553"	"995241"	"Investment Funds"	"3807170"	"3.649"	"3.649"	"3.649"	"CAD"	"n/a"	""	"No"
"AIM GL TELCOM S/N"	"AIM551"	"995239"	"Investment Funds"	"3807170"	"3.649"	"3.649"	"3.649"	"CAD"	"n/a"	""	"No"
"AIM GLB BLUE CHP S/N"	"AIM990"	"997001"	"Global Equity Funds"	"3807500"	"7.073"	"7.073"	"7.073"	"CAD"	"n/a"	""	"No"
"AIM GLB HLT SCI /D"	"AIM571C"	"994421"	"Global Equity Funds"	"3807630"	"5.778"	"5.778"	"5.778"	"CAD"	"n/a"	""	"No"
"AIM NIPPON S/N"	""	"997006"	"Asia-Pacific Rim Equity Funds"	"3807400"	"7.545"	"7.545"	"7.545"	"CAD"	"n/a"	""	"No"
"AIM RER CRS EURO /N"	"AIM233"	"980314"	"European Equity Funds"	"3807450"	"5.674"	"5.674"	"5.674"	"CAD"	"n/a"	""	"No"
"AIM RER CRS EURO/S/N"	"AIM231"	"980316"	"European Equity Funds"	"3807450"	"5.674"	"5.674"	"5.674"	"CAD"	"n/a"	""	"No"
"AIM RER SC SN MD/S/N"	"AIM271"	"970488"	"Global Equity Funds"	"3807630"	"7.987"	"7.987"	"7.987"	"CAD"	"n/a"	""	"No"
