Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation	Description
AVN.DB.D	R39735	Débentures convertibles	2756000	"92,500"	"93,000"	CAD								CA	Non	n/d	n/d	"7,750"	Obligation	2	2011-12-01	"0,000"		TSE	"8,36"	"12,234,729"	Non	ADVANT CV S-D 7.75% 1DC1*
AAV	6010	Actions ordinaires	315	"6,960"	"6,980"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	ADVANTAGE OIL & GAS LTD
AVI	279	Actions ordinaires	330	"0,010"	"0,015"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	ADVITECH INC *
AVI	332	Actions ordinaires	330	"0,065"	"0,070"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TNX	n/d		Non	ADVITECH INC-NEW
	263	Actions ordinaires	330	"1,000"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ADVITECH SOLUTIONS INC A
	6000	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	ADWALL CAPITAL CORP *
ARE.DB	R00100	Débentures convertibles	2756000	"107,000"	"107,990"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	1	2014-09-30	"0,000"		TSE	"6,54"	"5,091,005"	Non	AECON CV RED 7% 30SP14
ARE	6276	Actions ordinaires	315	"14,090"	"14,130"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-12-22	TSE	"1,42"		Non	AECON GROUP INC
AEG	6255	Actions ordinaires	315	"6,140"	"6,170"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,452"	2008-08-08	NYS	"14,73"		Non	AEGON N.V. ORD AMER REG
AONNY	6268	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,000"	2009-08-26	NAS	"0,00"		Non	AEON COMPANY LTD ADR
AMA	6315	Actions ordinaires	330	"0,450"	"0,490"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	AEROMECHANICAL SVCS LTD
AES	409	Actions ordinaires	315	"13,390"	"13,400"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,000"		NYS	"0,00"		Non	AES CORP
AES.PR.C	768	Actions privilégiées	310	"46,280"	"46,550"	USD								US	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,844"	2010-01-12	NYS	"7,29"		Non	AES TR III 6.75% CV PFD
AEZ	392480	Actions ordinaires	330	"0,980"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	AETERNA ZENTARIS INC
AET	6575	Actions ordinaires	315	"30,940"	"30,960"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,040"	2009-11-10	NYS	"0,13"		Non	AETNA INC
AFFX	6614	Actions ordinaires	315	"5,660"	"5,670"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	AFFYMETRIX INC
AFL	6596	Actions ordinaires	315	"50,190"	"50,200"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,280"	2009-11-16	ASE	"2,23"		Non	AFLAC INC
AFF	6652	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	AFTON FOOD GROUP
AFN.DB	R00066	Débentures convertibles	2756000	"105,500"	"105,850"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	1	2014-12-31	"0,000"		TSE	"6,61"	"5,464,898"	Non	AG GROWTH CV 7% 31DC14
AGCO	6645	Actions ordinaires	315	"32,070"	"32,090"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non	AGCO CORP
AGR	6841	Actions ordinaires	315	"22,500"	"22,620"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	AGERE SYSTEMS INC
AGF934	991064	Fonds d'actions canadiennes	3807152	"52,520"	"52,520"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT CRS CDN /S/N
AGF811	981242	Fonds d'actions européennes	3807450	"25,220"	"25,220"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT EURO /N
AGF812	980955	Fonds d'actions européennes	3807450	"25,220"	"25,220"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT EURO /S/N
AGF712	980961	Fonds d'actions européennes	3807450	"23,840"	"23,840"	USD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT EURO U$ /S/N
AGF916	990070	Fonds immobilier	3807640	"8,670"	"8,670"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT IMM MDL /S/N
AGF960	991011	Fonds d'actions globales	3807500	"8,460"	"8,460"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT MDL /S/N
AGF304	994245	Fonds d'actions globales	3807500	"16,420"	"16,420"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ACT MDL /S/N
AGF266	988589	Fonds d'actions - Asie et côte pacifique	3807410	"1,750"	"1,750"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF AGGR JPN CL /N
AGF970	991129	Fonds de placement spéciaux	3807950	"33,710"	"33,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ALLEMAG-B S/N
AGF780	980997	Fonds d'investissement	3807600	"23,570"	"23,570"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"0,95"		Non	AGF AMER T-A/A SP /D
CAGF944	6681	Fonds d'actions - Asie et côte pacifique	3807400	"9,330"	"9,330"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ASIAN GWTH /D
AGF944C	980981	Fonds d'actions - Asie et côte pacifique	3807400	"9,160"	"9,160"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ASIAN GWTH /D
AGF941	991117	Fonds d'actions - Asie et côte pacifique	3807410	"3,120"	"3,120"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CAT JAPON /S/N
AGF965	988586	Fonds d'actions globales	3807500	"3,060"	"3,060"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CAT PAN MDL /S/N
AGF202	981232	Fonds d'actions américaines	3807255	"6,900"	"6,900"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CAT SPEC AM-A /N
	6754	Fonds d'investissement	380	"5,230"	"5,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN BND FUND DSC
AGF945C	991126	Fonds d'obligations canadiennes et fonds à revenu	3807705	"9,050"	"9,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN CONV INCM /D
AGF676C	981042	Fonds de dividendes	3807650	"28,300"	"28,300"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN DIV /D
AGF676	981044	Fonds de dividendes	3807154	"35,450"	"35,450"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,074"	2009-12-18		"0,21"		Non	AGF CDN DIV G/C /S/N
AGF3102	972396	Fonds d'actions canadiennes	3807154	"11,150"	"11,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,040"	2009-12-11		"4,32"		Non	AGF CDN DIV GC-V/S/N
	991069	Fonds d'actions canadiennes	3807150	"14,720"	"14,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN EQTY FND-A *
AGF943C	991070	Fonds d'actions canadiennes	3807150	"11,240"	"11,240"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN EQTY FND-B/D
	6756	Fonds d'investissement	380	"9,820"	"9,820"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN EQUITY FUND DSC
AGF934C	991063	Fonds d'actions canadiennes	3807150	"30,750"	"30,750"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN GWT EQT-B /D
AGF942C	991103	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN M/M A/A-B
AGF428	994414	Fonds d'actions canadiennes	3807150	"13,260"	"13,260"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2002-01-09		n/d		Non	AGF CDN OPPORT D/N
AGF940C	991073	Fonds d'actions - ressources canadiennes	3807200	"15,940"	"15,940"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN RES /D
AGF306	994251	Fonds d'actions canadiennes	3807150	"10,690"	"10,690"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN SM CAP D/N
AGF937C	981013	Fonds de placement en répartition de l'actif	3807600	"29,700"	"29,700"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN STCK A/A-B/D
AGF683C	981086	Fonds de placement en répartition de l'actif	3807600	"7,290"	"7,290"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN T-A/A /D
AGF386C	995480	Fonds d'actions canadiennes	3807150	"17,710"	"17,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CDN VAL /D
AGF802C	991081	Fonds d'actions - Asie et côte pacifique	3807400	"6,800"	"6,800"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CHINA FCS /D
AGF794	998279	Fonds de placements alternatifs	3807610	"0,480"	"0,480"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CONT TRM /N
	6732	Actions ordinaires		"9,660"	"9,660"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		MU	n/d		Non	AGF CONV INCME FD-DSC
AGF931C	991076	Fonds d'actions américaines	3807250	"20,050"	"20,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CROIS AMER /S
AGF789	998272	Fonds d'actions nord-américaines	3807350	"16,740"	"16,740"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS ACTV AME /N
AGF680	998271	Fonds d'actions américaines	3807350	"16,740"	"16,740"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS ACTV AME/S/N
AGF201	981230	Fonds d'actions américaines	3807250	"16,560"	"16,560"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS AME /N
AGF931	991077	Fonds d'actions américaines	3807250	"16,560"	"16,560"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS AME /S/N
AGF944	980983	Fonds d'actions - Asie et côte pacifique	3807420	"11,340"	"11,340"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS ASIATQ /S/N
AGF214	981236	Fonds d'actions - Asie et côte pacifique	3807420	"11,340"	"11,340"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF CRS ASITQ /N
AGF801	981240	Fonds d'actions - Asie et côte pacifique	3807430	"17,910"	"17,910"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF DIR CHINE /N
AGF802	980963	Fonds d'actions - Asie et côte pacifique	3807430	"17,910"	"17,910"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF DIR CHINE /S/N
AGF568	939287	Fonds d'obligations internationales et fonds à revenu	3807751	"10,230"	"10,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,031"	2009-12-29		"0,30"		Non	AGF ELM CONS /S/N
AGF483	939290	Fonds de placement équilibré	3807550	"10,440"	"10,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,047"	2008-12-23		"0,45"		Non	AGF ELM EQL /N
AGF449	939314	Fonds d'actions globales	3807500	"9,480"	"9,480"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF ELM MDL /FR/N
AGF398	939318	Fonds d'obligations internationales et fonds à revenu	3807751	"9,880"	"9,880"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,040"	2009-12-29		"4,83"		Non	AGF ELM REND /FR/N
AGF980	990969	Fonds de placement équilibré	3807720	"22,230"	"22,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,106"	2009-12-18		"0,48"		Non	AGF EQL CDN /S/N
AGF683	981088	Fonds de placement équilibré	3807720	"6,000"	"6,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,010"	2009-12-18		"2,00"		Non	AGF EQL CDN VAL /S/N
AGF784	981081	Fonds de placement équilibré	3807520	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non	AGF EQL MDL /N
AGF684	981082	Fonds de placement équilibré	3807520	"16,310"	"16,310"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non	AGF EQL MDL /S/N
AGF780	981097	Fonds de placement équilibré	3807520	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF EQL MDL /S/N
AGF670	981074	Fonds de placement en répartition de l'actif	3807600	"5,640"	"5,640"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2002-08-15		n/d		Non	AGF EURO A/A D/N
AGF812C	991087	Fonds d'actions européennes	3807450	"19,440"	"19,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF EURO EQTY CL /D
AGF589C	995478	Fonds d'obligations internationales et fonds à revenu	3807750	"10,220"	"10,220"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF GLB GOV BND -X
AGF687C	981014	Fonds d'obligations internationales et fonds à revenu	3807750	"10,490"	"10,490"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF GLB GVT BND /D
	981011	Fonds d'obligations internationales et fonds à revenu	3807750	"10,830"	"10,830"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF GLB GVT BND /D*
AGF687	981018	Fonds d'obligations internationales et fonds à revenu	3807750	"9,620"	"9,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2001-07-06		n/d		Non	AGF GLB GVT BND *D/N
	991114	Fonds d'actions canadiennes	3807152	"8,830"	"8,830"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF HAUT REV FD-A
	6706	Fonds d'investissement	380	"9,710"	"9,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF HIGH INCOME FD-DSC
AGF258	972962	Fonds d'actions globales	3807500	"6,720"	"6,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF I/T ACTF /FR/N
AGF211	981234	Fonds d'actions - Asie et côte pacifique	3807410	"3,120"	"3,120"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF JAPON /N
	991115	Fonds d'actions - Asie et côte pacifique	3807400	"6,100"	"6,100"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF JPN CLS-A /N *
AGF941C	991116	Fonds d'actions - Asie et côte pacifique	3807400	"3,620"	"3,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF JPN FND /D
	991112	Fonds d'actions - Asie et côte pacifique	3807400	"5,650"	"5,650"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF JPN FND CLS-A *
AGF211C	981212	Fonds d'actions - Asie et côte pacifique	3807400	"4,720"	"4,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF JPN-A
AGF942	991136	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,00"		Non	AGF M/M CDN-AA /S/N
AGF.B	21915	Actions ordinaires	315	"15,570"	"15,660"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2010-01-07	TSE	"6,39"		Non	AGF MANAGEMENT LTD-B NV
AFP.UN	21917	Actions ordinaires	3308002	"0,425"	"0,450"	CAD								CA	Non	n/d	n/d	"0,000"	Action	1		"0,200"	2009-12-29	TSE	"44,40"		Non	AGF MASTER LPU
AGF791	998268	Fonds d'actions internationales	3807310	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,031"	2008-12-19		"0,31"		Non	AGF MCH EMRG /N
AGF930	991106	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,00"		Non	AGF MCH MON CDN /S/N
AGF253	972959	Fonds de placement équilibré	3807520	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non	AGF MDL EQL /FR/N
AGF148	995539	Fonds d'obligations internationales et fonds à revenu	3807750	"11,110"	"11,110"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,028"	2009-12-18		"2,99"		Non	AGF MDL OBL GOUV/S/N
AGF333	995418	Fonds d'actions - ressources canadiennes	3807670	"28,250"	"28,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF METX PREC /N
AGF334	995419	Fonds d'actions - ressources canadiennes	3807670	"28,250"	"28,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF METX PREC /S/N
NAGF93	6708	Fonds d'investissement	3807000	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF MMKT ACCT-B- DSC-NCI
AGF930	991107	Fonds d'investissement	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,010"	2004-07-28		"0,00"		Non	AGF MMKT ACT-B- DSC
AGF933	991066	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,720"	"5,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,042"	2009-12-18		"8,86"		Non	AGF OBL CDN /S/N
AGF419	995320	Fonds de valeurs à revenu fixe	3807680	"6,150"	"6,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,074"	2009-12-18		"14,35"		Non	AGF OBL CDN R/E /N
AGF420	995321	Fonds de valeurs à revenu fixe	3807680	"6,150"	"6,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,074"	2009-12-18		"14,35"		Non	AGF OBL CDN R/E /S/N
AGF936C	981008	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,570"	"5,570"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF OBL CDN-A/A-B
AGF933C	991067	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,560"	"5,560"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF OBL CDN-B /S
AGF572	995516	Fonds d'obligations internationales et fonds à revenu	3807750	"10,270"	"10,270"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,013"	2008-04-30		"1,52"		Non	AGF OBL MDL RER S/N
AGF936	991138	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,720"	"5,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,042"	2009-12-18		"8,86"		Non	AGF OBL RA CDN-B/S/N
AGF259	972947	Fonds d'actions canadiennes	3807152	"6,790"	"6,790"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF P/C CDN /FR/N
AGF290	972980	Fonds d'actions globales	3807500	"3,060"	"3,060"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF PANOR MDL/FR/S/N
AGF432	981542	Fonds d'actions européennes	3807450	"5,870"	"5,870"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RER EURO ACT S/N
AGF210	981224	Fonds d'actions - ressources canadiennes	3807200	"48,550"	"48,550"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RESS CDN /N
AGF940	991072	Fonds d'actions - ressources canadiennes	3807200	"48,550"	"48,550"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RESS CDN /S/N
AGF699	973355	Fonds de dividendes	3807725	"11,630"	"11,630"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,028"	2009-11-30		"2,90"		Non	AGF REV DIV /S/N
AGF410	981549	Fonds d'actions américaines	3807250	"2,970"	"2,970"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP AMER GRW /N
AGF671	981024	Fonds d'obligations internationales et fonds à revenu	3807750	"4,500"	"4,500"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2001-07-06		n/d		Non	AGF RSP GLB BND *D/N
AGF671	981022	Fonds d'investissement	3807750	"4,730"	"4,730"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"		M	n/d		Non	AGF RSP GLB BND DSC
	991018	Fonds d'obligations internationales et fonds à revenu	3807750	"11,850"	"11,850"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP GLB INCM-A *
AGF414	970788	Fonds d'actions globales	3807500	"5,180"	"5,180"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP INTL VAL /N
AGF433	981541	Fonds d'actions - Asie et côte pacifique	3807410	"3,070"	"3,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP JAPAN FD/D/N
AGF310	970930	Fonds d'actions globales	3807500	"4,640"	"4,640"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP WRLD COS D/N
AGF308	994249	Fonds d'actions globales	3807500	"5,820"	"5,820"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF RSP WRLD EQT D/N
AGF307	994250	Fonds d'actions globales	3807500	"5,820"	"5,820"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2003-06-12		n/d		Non	AGF RSP WRLD EQTY /N
	990992	Fonds d'actions américaines	3807250	"5,530"	"5,530"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF SPEC FND-C *
	981007	Fonds d'actions américaines	3807250	"12,760"	"12,760"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF SPEC US CL-A /N*
AGF695	998275	Fonds d'actions globales	3807500	"6,720"	"6,720"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR ACTF MDL/S/N
AGF945	991125	Fonds d'obligations canadiennes et fonds à revenu	3807703	"8,950"	"8,950"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,017"	2009-12-18		"2,28"		Non	AGF TTR C.R.C. /S/N
AGF781	981039	Fonds d'actions canadiennes	3807154	"44,060"	"44,060"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR CDN /N
AGF681	981040	Fonds d'actions canadiennes	3807154	"44,060"	"44,060"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR CDN /S/N
AGF937	991140	Fonds d'actions canadiennes	3807154	"44,060"	"44,060"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR CDN-AA /S/N
AGF255	998523	Fonds d'actions internationales	3807300	"10,570"	"10,570"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR INTL /N
AGF955	998517	Fonds d'actions internationales	3807300	"10,570"	"10,570"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR INTL /S/N
AGF655	998522	Fonds d'actions internationales	3807300	"9,990"	"9,990"	USD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF TTR INTL U$ /S/N
AGF386	995486	Fonds d'actions canadiennes	3807154	"20,190"	"20,190"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,498"	2009-12-18		"2,46"		Non	AGF VAL CDN /S/N
AGF682C	981030	Fonds d'actions globales	3807500	"36,960"	"36,960"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF VAL INTL /S
AGF434	970789	Fonds d'actions globales	3807500	"5,180"	"5,180"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	AGF VAL INTL RER/S/N
