Description	Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Clôture	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation
ADOBE VENTURES INC *	ADO.T	5687	Actions ordinaires	330	"0,150"	"0,200"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2003-02-19		n/d		Non
ADOBE VENTURES INC - NEW*	AV	5688	Actions ordinaires	330	"0,690"	"0,750"	"0,690"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
ADTRAN INC	ADTN	5704	Actions ordinaires	315	"21,770"	"21,780"	"21,770"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,090"	2010-02-02	NAS	"1,65"		Non
ADV O&G SR-D CV7.75%1DC11	AAV.DB.D	R39769	Obligations (autres)	2756000	"103,000"	"104,000"	"104,000"	CAD								CA	Non	n/d	n/d	"7,750"	Obligation	2	2011-12-01	"0,000"		TSE	"7,45"	"5,440,350"	Non
ADVAN ENRGY CV 8% 31DC1*	AVN.DB.G	R41446	Débentures convertibles	2756000	"90,000"	"99,000"	"95,000"	CAD								CA	Non	n/d	n/d	"8,000"	Obligation	2	2011-12-31	"0,000"		TSE	"8,42"	"10,934,895"	Non
ADVANCED GAMING TECH *	ADVI	6017	Actions ordinaires	330	"0,015"	"0,030"	"0,020"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2003-06-23	XY	n/d		Non
ADVANCED MICRO DEVICES IN	AMD	5876	Actions ordinaires	315	"8,070"	"8,080"	"8,070"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
ADVANT CV S-D 7.75% 1DC1*	AVN.DB.D	R39735	Débentures convertibles	2756000	"92,500"	"93,000"	"92,750"	CAD								CA	Non	n/d	n/d	"7,750"	Obligation	2	2011-12-01	"0,000"		TSE	"8,36"	"12,234,729"	Non
ADVANTAGE OIL & GAS LTD	AAV	6010	Actions ordinaires	315	"6,960"	"6,980"	"6,980"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
ADVITECH INC *	AVI	279	Actions ordinaires	330	"0,010"	"0,015"	"0,010"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
ADVITECH INC-NEW	AVI	332	Actions ordinaires	330	"0,065"	"0,070"	"0,065"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TNX	n/d		Non
ADVITECH SOLUTIONS INC A		263	Actions ordinaires	330	"1,000"	"1,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
ADWALL CAPITAL CORP *		6000	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
AECON CV RED 7% 30SP14	ARE.DB	R00100	Débentures convertibles	2756000	"107,000"	"107,990"	"107,000"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	1	2014-09-30	"0,000"		TSE	"6,54"	"5,091,005"	Non
AECON GROUP INC	ARE	6276	Actions ordinaires	315	"14,090"	"14,130"	"14,090"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-12-22	TSE	"1,42"		Non
AEGON N.V. ORD AMER REG	AEG	6255	Actions ordinaires	315	"6,140"	"6,170"	"6,140"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,452"	2008-08-08	NYS	"14,73"		Non
AEON COMPANY LTD ADR	AONNY	6268	Actions ordinaires	3308000	"0,000"	"0,000"	"10,050"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,000"	2009-08-26	NAS	"0,00"		Non
AEROMECHANICAL SVCS LTD	AMA	6315	Actions ordinaires	330	"0,450"	"0,490"	"0,450"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
AES CORP	AES	409	Actions ordinaires	315	"13,390"	"13,400"	"13,410"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,000"		NYS	"0,00"		Non
AES TR III 6.75% CV PFD	AES.PR.C	768	Actions privilégiées	310	"46,280"	"46,550"	"46,300"	USD								US	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,844"	2010-01-12	NYS	"7,29"		Non
AETERNA ZENTARIS INC	AEZ	392480	Actions ordinaires	330	"0,980"	"1,000"	"0,990"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
AETNA INC	AET	6575	Actions ordinaires	315	"30,940"	"30,960"	"30,970"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,040"	2009-11-10	NYS	"0,13"		Non
AFFYMETRIX INC	AFFX	6614	Actions ordinaires	315	"5,660"	"5,670"	"5,670"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
AFLAC INC	AFL	6596	Actions ordinaires	315	"50,190"	"50,200"	"50,180"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,280"	2009-11-16	ASE	"2,23"		Non
AFTON FOOD GROUP	AFF	6652	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
AG GROWTH CV 7% 31DC14	AFN.DB	R00066	Débentures convertibles	2756000	"105,500"	"105,850"	"105,850"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	1	2014-12-31	"0,000"		TSE	"6,61"	"5,464,898"	Non
AGCO CORP	AGCO	6645	Actions ordinaires	315	"32,070"	"32,090"	"32,070"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non
AGERE SYSTEMS INC	AGR	6841	Actions ordinaires	315	"22,500"	"22,620"	"22,620"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
AGF ACT CRS CDN /S/N	AGF934	991064	Fonds d'actions canadiennes	3807152	"52,520"	"52,520"	"52,520"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT EURO /N	AGF811	981242	Fonds d'actions européennes	3807450	"25,220"	"25,220"	"25,220"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT EURO /S/N	AGF812	980955	Fonds d'actions européennes	3807450	"25,220"	"25,220"	"25,220"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT EURO U$ /S/N	AGF712	980961	Fonds d'actions européennes	3807450	"23,840"	"23,840"	"23,840"	USD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT IMM MDL /S/N	AGF916	990070	Fonds immobilier	3807640	"8,670"	"8,670"	"8,670"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT MDL /S/N	AGF960	991011	Fonds d'actions globales	3807500	"8,460"	"8,460"	"8,460"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ACT MDL /S/N	AGF304	994245	Fonds d'actions globales	3807500	"16,420"	"16,420"	"16,420"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF AGGR JPN CL /N	AGF266	988589	Fonds d'actions - Asie et côte pacifique	3807410	"1,750"	"1,750"	"1,750"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ALLEMAG-B S/N	AGF970	991129	Fonds de placement spéciaux	3807950	"33,710"	"33,710"	"33,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF AMER T-A/A SP /D	AGF780	980997	Fonds d'investissement	3807600	"23,570"	"23,570"	"23,570"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"0,95"		Non
AGF ASIAN GWTH /D	CAGF944	6681	Fonds d'actions - Asie et côte pacifique	3807400	"9,330"	"9,330"	"9,330"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ASIAN GWTH /D	AGF944C	980981	Fonds d'actions - Asie et côte pacifique	3807400	"9,160"	"9,160"	"9,160"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CAT JAPON /S/N	AGF941	991117	Fonds d'actions - Asie et côte pacifique	3807410	"3,120"	"3,120"	"3,120"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CAT PAN MDL /S/N	AGF965	988586	Fonds d'actions globales	3807500	"3,060"	"3,060"	"3,060"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CAT SPEC AM-A /N	AGF202	981232	Fonds d'actions américaines	3807255	"6,900"	"6,900"	"6,900"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN BND FUND DSC		6754	Fonds d'investissement	380	"5,230"	"5,230"	"5,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN CONV INCM /D	AGF945C	991126	Fonds d'obligations canadiennes et fonds à revenu	3807705	"9,050"	"9,050"	"9,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN DIV /D	AGF676C	981042	Fonds de dividendes	3807650	"28,300"	"28,300"	"28,300"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN DIV G/C /S/N	AGF676	981044	Fonds de dividendes	3807154	"35,450"	"35,450"	"35,450"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,074"	2009-12-18		"0,21"		Non
AGF CDN DIV GC-V/S/N	AGF3102	972396	Fonds d'actions canadiennes	3807154	"11,150"	"11,150"	"11,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,040"	2009-12-11		"4,32"		Non
AGF CDN EQTY FND-A *		991069	Fonds d'actions canadiennes	3807150	"14,720"	"14,720"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN EQTY FND-B/D	AGF943C	991070	Fonds d'actions canadiennes	3807150	"11,240"	"11,240"	"11,240"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN EQUITY FUND DSC		6756	Fonds d'investissement	380	"9,820"	"9,820"	"9,820"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN GWT EQT-B /D	AGF934C	991063	Fonds d'actions canadiennes	3807150	"30,750"	"30,750"	"30,750"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN M/M A/A-B	AGF942C	991103	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN OPPORT D/N	AGF428	994414	Fonds d'actions canadiennes	3807150	"13,260"	"13,260"	"13,260"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2002-01-09		n/d		Non
AGF CDN RES /D	AGF940C	991073	Fonds d'actions - ressources canadiennes	3807200	"15,940"	"15,940"	"15,940"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN SM CAP D/N	AGF306	994251	Fonds d'actions canadiennes	3807150	"10,690"	"10,690"	"10,690"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN STCK A/A-B/D	AGF937C	981013	Fonds de placement en répartition de l'actif	3807600	"29,700"	"29,700"	"29,700"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN T-A/A /D	AGF683C	981086	Fonds de placement en répartition de l'actif	3807600	"7,290"	"7,290"	"7,290"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CDN VAL /D	AGF386C	995480	Fonds d'actions canadiennes	3807150	"17,710"	"17,710"	"17,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CHINA FCS /D	AGF802C	991081	Fonds d'actions - Asie et côte pacifique	3807400	"6,800"	"6,800"	"6,800"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CONT TRM /N	AGF794	998279	Fonds de placements alternatifs	3807610	"0,480"	"0,480"	"0,480"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CONV INCME FD-DSC		6732	Actions ordinaires		"9,660"	"9,660"	"9,660"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		MU	n/d		Non
AGF CROIS AMER /S	AGF931C	991076	Fonds d'actions américaines	3807250	"20,050"	"20,050"	"20,050"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS ACTV AME /N	AGF789	998272	Fonds d'actions nord-américaines	3807350	"16,740"	"16,740"	"16,740"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS ACTV AME/S/N	AGF680	998271	Fonds d'actions américaines	3807350	"16,740"	"16,740"	"16,740"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS AME /N	AGF201	981230	Fonds d'actions américaines	3807250	"16,560"	"16,560"	"16,560"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS AME /S/N	AGF931	991077	Fonds d'actions américaines	3807250	"16,560"	"16,560"	"16,560"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS ASIATQ /S/N	AGF944	980983	Fonds d'actions - Asie et côte pacifique	3807420	"11,340"	"11,340"	"11,340"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF CRS ASITQ /N	AGF214	981236	Fonds d'actions - Asie et côte pacifique	3807420	"11,340"	"11,340"	"11,340"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF DIR CHINE /N	AGF801	981240	Fonds d'actions - Asie et côte pacifique	3807430	"17,910"	"17,910"	"17,910"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF DIR CHINE /S/N	AGF802	980963	Fonds d'actions - Asie et côte pacifique	3807430	"17,910"	"17,910"	"17,910"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ELM CONS /S/N	AGF568	939287	Fonds d'obligations internationales et fonds à revenu	3807751	"10,230"	"10,230"	"10,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,031"	2009-12-29		"0,30"		Non
AGF ELM EQL /N	AGF483	939290	Fonds de placement équilibré	3807550	"10,440"	"10,440"	"10,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,047"	2008-12-23		"0,45"		Non
AGF ELM MDL /FR/N	AGF449	939314	Fonds d'actions globales	3807500	"9,480"	"9,480"	"9,480"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF ELM REND /FR/N	AGF398	939318	Fonds d'obligations internationales et fonds à revenu	3807751	"9,880"	"9,880"	"9,880"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,040"	2009-12-29		"4,83"		Non
AGF EQL CDN /S/N	AGF980	990969	Fonds de placement équilibré	3807720	"22,230"	"22,230"	"22,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,106"	2009-12-18		"0,48"		Non
AGF EQL CDN VAL /S/N	AGF683	981088	Fonds de placement équilibré	3807720	"6,000"	"6,000"	"6,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,010"	2009-12-18		"2,00"		Non
AGF EQL MDL /N	AGF784	981081	Fonds de placement équilibré	3807520	"16,310"	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non
AGF EQL MDL /S/N	AGF684	981082	Fonds de placement équilibré	3807520	"16,310"	"16,310"	"16,310"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non
AGF EQL MDL /S/N	AGF780	981097	Fonds de placement équilibré	3807520	"16,310"	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF EURO A/A D/N	AGF670	981074	Fonds de placement en répartition de l'actif	3807600	"5,640"	"5,640"	"5,640"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2002-08-15		n/d		Non
AGF EURO EQTY CL /D	AGF812C	991087	Fonds d'actions européennes	3807450	"19,440"	"19,440"	"19,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF GLB GOV BND -X	AGF589C	995478	Fonds d'obligations internationales et fonds à revenu	3807750	"10,220"	"10,220"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF GLB GVT BND /D	AGF687C	981014	Fonds d'obligations internationales et fonds à revenu	3807750	"10,490"	"10,490"	"10,490"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF GLB GVT BND /D*		981011	Fonds d'obligations internationales et fonds à revenu	3807750	"10,830"	"10,830"	"10,830"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF GLB GVT BND *D/N	AGF687	981018	Fonds d'obligations internationales et fonds à revenu	3807750	"9,620"	"9,620"	"9,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2001-07-06		n/d		Non
AGF HAUT REV FD-A		991114	Fonds d'actions canadiennes	3807152	"8,830"	"8,830"	"8,830"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF HIGH INCOME FD-DSC		6706	Fonds d'investissement	380	"9,710"	"9,710"	"9,710"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF I/T ACTF /FR/N	AGF258	972962	Fonds d'actions globales	3807500	"6,720"	"6,720"	"6,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF JAPON /N	AGF211	981234	Fonds d'actions - Asie et côte pacifique	3807410	"3,120"	"3,120"	"3,120"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF JPN CLS-A /N *		991115	Fonds d'actions - Asie et côte pacifique	3807400	"6,100"	"6,100"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF JPN FND /D	AGF941C	991116	Fonds d'actions - Asie et côte pacifique	3807400	"3,620"	"3,620"	"3,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF JPN FND CLS-A *		991112	Fonds d'actions - Asie et côte pacifique	3807400	"5,650"	"5,650"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF JPN-A	AGF211C	981212	Fonds d'actions - Asie et côte pacifique	3807400	"4,720"	"4,720"	"4,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF M/M CDN-AA /S/N	AGF942	991136	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,00"		Non
AGF MANAGEMENT LTD-B NV	AGF.B	21915	Actions ordinaires	315	"15,570"	"15,660"	"15,640"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2010-01-07	TSE	"6,39"		Non
AGF MASTER LPU	AFP.UN	21917	Actions ordinaires	3308002	"0,425"	"0,450"	"0,450"	CAD								CA	Non	n/d	n/d	"0,000"	Action	1		"0,200"	2009-12-29	TSE	"44,40"		Non
AGF MCH EMRG /N	AGF791	998268	Fonds d'actions internationales	3807310	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,031"	2008-12-19		"0,31"		Non
AGF MCH MON CDN /S/N	AGF930	991106	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,00"		Non
AGF MDL EQL /FR/N	AGF253	972959	Fonds de placement équilibré	3807520	"16,310"	"16,310"	"16,310"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,223"	2009-12-18		"1,37"		Non
AGF MDL OBL GOUV/S/N	AGF148	995539	Fonds d'obligations internationales et fonds à revenu	3807750	"11,110"	"11,110"	"11,110"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,028"	2009-12-18		"2,99"		Non
AGF METX PREC /N	AGF333	995418	Fonds d'actions - ressources canadiennes	3807670	"28,250"	"28,250"	"28,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF METX PREC /S/N	AGF334	995419	Fonds d'actions - ressources canadiennes	3807670	"28,250"	"28,250"	"28,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF MMKT ACCT-B- DSC-NCI	NAGF93	6708	Fonds d'investissement	3807000	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF MMKT ACT-B- DSC	AGF930	991107	Fonds d'investissement	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,010"	2004-07-28		"0,00"		Non
AGF OBL CDN /S/N	AGF933	991066	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,720"	"5,720"	"5,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,042"	2009-12-18		"8,86"		Non
AGF OBL CDN R/E /N	AGF419	995320	Fonds de valeurs à revenu fixe	3807680	"6,150"	"6,150"	"6,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,074"	2009-12-18		"14,35"		Non
AGF OBL CDN R/E /S/N	AGF420	995321	Fonds de valeurs à revenu fixe	3807680	"6,150"	"6,150"	"6,150"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,074"	2009-12-18		"14,35"		Non
AGF OBL CDN-A/A-B	AGF936C	981008	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,570"	"5,570"	"5,570"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF OBL CDN-B /S	AGF933C	991067	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,560"	"5,560"	"5,560"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF OBL MDL RER S/N	AGF572	995516	Fonds d'obligations internationales et fonds à revenu	3807750	"10,270"	"10,270"	"10,270"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,013"	2008-04-30		"1,52"		Non
AGF OBL RA CDN-B/S/N	AGF936	991138	Fonds d'obligations canadiennes et fonds à revenu	3807700	"5,720"	"5,720"	"5,720"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,042"	2009-12-18		"8,86"		Non
AGF P/C CDN /FR/N	AGF259	972947	Fonds d'actions canadiennes	3807152	"6,790"	"6,790"	"6,790"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF PANOR MDL/FR/S/N	AGF290	972980	Fonds d'actions globales	3807500	"3,060"	"3,060"	"3,060"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RER EURO ACT S/N	AGF432	981542	Fonds d'actions européennes	3807450	"5,870"	"5,870"	"5,870"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RESS CDN /N	AGF210	981224	Fonds d'actions - ressources canadiennes	3807200	"48,550"	"48,550"	"48,550"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RESS CDN /S/N	AGF940	991072	Fonds d'actions - ressources canadiennes	3807200	"48,550"	"48,550"	"48,550"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF REV DIV /S/N	AGF699	973355	Fonds de dividendes	3807725	"11,630"	"11,630"	"11,630"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,028"	2009-11-30		"2,90"		Non
AGF RSP AMER GRW /N	AGF410	981549	Fonds d'actions américaines	3807250	"2,970"	"2,970"	"2,970"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RSP GLB BND *D/N	AGF671	981024	Fonds d'obligations internationales et fonds à revenu	3807750	"4,500"	"4,500"	"4,500"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2001-07-06		n/d		Non
AGF RSP GLB BND DSC	AGF671	981022	Fonds d'investissement	3807750	"4,730"	"4,730"	"4,730"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"		M	n/d		Non
AGF RSP GLB INCM-A *		991018	Fonds d'obligations internationales et fonds à revenu	3807750	"11,850"	"11,850"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RSP INTL VAL /N	AGF414	970788	Fonds d'actions globales	3807500	"5,180"	"5,180"	"5,180"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RSP JAPAN FD/D/N	AGF433	981541	Fonds d'actions - Asie et côte pacifique	3807410	"3,070"	"3,070"	"3,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RSP WRLD COS D/N	AGF310	970930	Fonds d'actions globales	3807500	"4,640"	"4,640"	"4,640"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
AGF RSP WRLD EQT D/N	AGF308	994249	Fonds d'actions globales	3807500	"5,820"	"5,820"	"5,820"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
