"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"
"ACREX VENTURES LTD"	"AKV"	"005100"	"Common Stock"	"330"	"0.065"	"0.070"	"0.070"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ACS MEDIA INCOME FUND T/*"	"AYP.UN"	"005750"	"Trust Units"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"10/27/2006"	"0.080"	"n/a"	""
"ACT CR PME S1-07/D/N"	"FIA110"	"975816"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CR PME S2-07/D/N"	"FIA111"	"975005"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CROI PME96 /NL/N"	"FIA096"	"994168"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CRS PME S1-06 /N"	"FIA107"	"964142"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CRS PME S103/D/N"	"FIA103"	"975547"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CRS PME S105/D/N"	"FIA105"	"969517"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACT CRS PME-D /N"	"FIA083"	"994868"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTEL CORP"	"ACTL"	"005110"	"Common Stock"	"330"	"11.060"	"11.070"	"11.070"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ACTFIT.COM INC *"	""	"005129"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"12/20/2001"	"0.000"	"n/a"	""
"ACTIVE ASSETS & ASSC INC*"	"AAA"	"005136"	"Common Stock"	"330"	"0.020"	"0.040"	"0.020"	"CAD"	"n/a"	"CA"	"No"	""	"V"	"0.000"	"n/a"	"0"	"Equity"	"05/13/2002"	"0.000"	"n/a"	""
"ACTIVE CONTROL TECHNO INC"	"ACT"	"005399"	"Common Stock"	"330"	"0.050"	"0.055"	"0.050"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ACTIVISION BLIZZARD INC"	"ATVI"	"005254"	"Common Stock"	"315"	"10.120"	"10.130"	"10.120"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ACTN CROI PME S100/N"	"FIA100"	"989553"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROI PME S101/N"	"FIA101"	"970781"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROI PME S102/N"	"FIA102"	"978473"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S92/N"	"FIA092"	"995039"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S93/N"	"FIA093"	"994879"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S94/N"	"FIA094"	"995161"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S95/N"	"FIA095"	"994914"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S97/N"	"FIA097"	"994449"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S98/N"	"FIA098"	"991247"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACTN CROIS PME S99/N"	"FIA099"	"982697"	"Canadian Equity Funds"	"3807152"	"13.767"	"13.767"	"13.767"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2009"	"0.543"	"3.94"	""
"ACU AC30 C/E CC /N"	"CEM813"	"980848"	"Miscellaneous"	"3807153"	"7.326"	"7.326"	"7.326"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Other"	""	"0.000"	"n/a"	""
"ACU AC30 CDN EQ /D/N"	"CEM444"	"985807"	"Miscellaneous"	"3807153"	"19.936"	"19.936"	"19.936"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Other"	"12/31/2007"	"0.520"	"0.00"	""
"ACU CDN EQ /N"	"CEM423"	"987983"	"Canadian Equity Funds"	"3807154"	"20.330"	"20.330"	"20.330"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/31/2007"	"0.210"	"1.03"	""
"ACU FXD INCM /N"	"CEM413"	"985833"	"Balanced Funds"	"3807703"	"11.257"	"11.257"	"11.257"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Mutual Fund"	"12/31/2009"	"0.100"	"3.55"	""
"ACU FXD INCM PL/NL/N"	"CEM750"	"980545"	"Balanced Funds"	"3807703"	"15.309"	"15.309"	"15.309"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Mutual Fund"	"12/31/2009"	"0.220"	"5.75"	""
"ACU H/INCM /N"	"CEM633"	"985829"	"Balanced Funds"	"3807155"	"12.363"	"12.363"	"12.363"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Mutual Fund"	"12/31/2009"	"0.080"	"7.77"	""
"ACU PL H/INCM /NL/N"	"CEM780"	"980548"	"Balanced Funds"	"3807155"	"17.556"	"17.556"	"17.556"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Mutual Fund"	"12/31/2009"	"0.110"	"7.52"	""
"ACUITY ALL CAP & INCM T/U"	"AAI.UN"	"005353"	"Trust Units"	"3308001"	"9.660"	"9.890"	"9.670"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"12/27/2007"	"0.080"	"0.00"	""
"ACUITY FOCUSED T/RET T/U"	"AFU.UN"	"005383"	"Trust Units"	"3308001"	"5.950"	"5.990"	"5.960"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.030"	"6.04"	""
"ACUITY GROWTH & INCM T/U"	"AIG.UN"	"005334"	"Trust Units"	"3308001"	"7.550"	"7.700"	"7.550"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.035"	"5.56"	""
"AD OPT TECHNOLOGIES INC *"	""	"005204"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	"08/09/2004"	"0.020"	"n/a"	""
"ADALTIS INC"	"ADS"	"005639"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADANAC MOLYBDENUM CORP"	"AUA"	"005478"	"Common Stock"	"330"	"0.095"	"0.105"	"0.100"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADAPTEC INC"	"ADPT"	"005354"	"Common Stock"	"315"	"3.180"	"3.190"	"3.190"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADAPTIVE BROADBAND CORP"	"ADAPQ"	"005327"	"Common Stock"	"330"	"0.000"	"0.000"	"0.018"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"10/15/2008"	"0.080"	"n/a"	""
"ADB SYSTEMS INTL LTD *"	"ADY"	"000889"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADC TELECOMMUNICATION"	"ADCT"	"002286"	"Common Stock"	"315"	"5.900"	"5.910"	"5.910"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADC TELECOMMUNICATION IN*"	""	"000414"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADDAX PETROLEUM CORP *"	"AXC"	"005413"	"Common Stock"	"330"	"52.700"	"52.790"	"52.710"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"08/11/2009"	"0.100"	"0.76"	""
"ADDENDA CAPITAL INC *"	"ADV"	"005364"	"Common Stock"	"330"	"26.470"	"26.500"	"26.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"03/27/2008"	"0.340"	"0.00"	""
"ADECCO SA UNSPON ADR"	"AHEXY"	"005736"	"Common Stock"	"3308000"	"0.000"	"0.000"	"28.230"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"05/21/2009"	"0.689"	"n/a"	""
"ADF GROUP INC SV"	"DRX"	"005424"	"Common Stock"	"330"	"2.570"	"2.600"	"2.600"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADHEREX TECH INC"	"AHX"	"005429"	"Common Stock"	"330"	"0.040"	"0.050"	"0.040"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADHEREX TECH INC *"	""	"005423"	"Common Stock"	"330"	"0.300"	"0.330"	"0.312"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADJUSTABLE RATE MBS T/U *"	"ADJ.UN"	"005401"	"Miscellaneous"	"3308001"	"18.900"	"19.040"	"19.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Other"	"06/26/2009"	"0.135"	"0.00"	""
"ADOBE SYS INC"	"ADBE"	"005691"	"Common Stock"	"315"	"34.150"	"34.160"	"34.160"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"03/25/2005"	"0.013"	"0.00"	""
"ADOBE VENTURES INC *"	"ADO.T"	"005687"	"Common Stock"	"330"	"0.150"	"0.200"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"02/19/2003"	"0.000"	"n/a"	""
"ADOBE VENTURES INC - NEW*"	"AV"	"005688"	"Common Stock"	"330"	"0.690"	"0.750"	"0.690"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADRIAN RESOURCES LTD *"	""	"005699"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADS INC CL-A MV *"	"AAL.A"	"000295"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"1"	"Equity"	"04/29/2008"	"0.050"	"n/a"	""
"ADTRAN INC"	"ADTN"	"005704"	"Common Stock"	"315"	"21.770"	"21.780"	"21.770"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"02/02/2010"	"0.090"	"1.65"	""
"ADV EN CV 144A 8.25%1FB0*"	"AVN.DB.B"	"R38727"	"Convertible Debentures"	"2756000"	"0.000"	"103.640"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"02/01/2009"	"TSE"	"8.250"	"n/a"	"2"	"Bond"	""	"0.000"	"7.96"	"0.000000"
"ADV O&G SR-D CV7.75%1DC11"	"AAV.DB.D"	"R39769"	"Bonds (other)"	"2756000"	"103.000"	"104.000"	"104.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2011"	"TSE"	"7.750"	"n/a"	"2"	"Bond"	""	"0.000"	"7.45"	"5.440350"
"ADVAN ENRGY CV 8% 31DC1*"	"AVN.DB.G"	"R41446"	"Convertible Debentures"	"2756000"	"90.000"	"99.000"	"95.000"	"CAD"	"n/a"	"CA"	"No"	"12/31/2011"	"TSE"	"8.000"	"n/a"	"2"	"Bond"	""	"0.000"	"8.42"	"10.934895"
"ADVANCED GAMING TECH *"	"ADVI"	"006017"	"Common Stock"	"330"	"0.015"	"0.030"	"0.020"	"USD"	"n/a"	"US"	"No"	""	"XY"	"0.000"	"n/a"	"0"	"Equity"	"06/23/2003"	"0.000"	"n/a"	""
"ADVANCED MICRO DEVICES IN"	"AMD"	"005876"	"Common Stock"	"315"	"8.070"	"8.080"	"8.070"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADVANT CV S-D 7.75% 1DC1*"	"AVN.DB.D"	"R39735"	"Convertible Debentures"	"2756000"	"92.500"	"93.000"	"92.750"	"CAD"	"n/a"	"CA"	"No"	"12/01/2011"	"TSE"	"7.750"	"n/a"	"2"	"Bond"	""	"0.000"	"8.36"	"12.234729"
"ADVANTAGE ENERGY INCM T/*"	"AVN.UN"	"006009"	"Trust Units"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"02/25/2009"	"0.040"	"n/a"	""
"ADVANTAGE ENG CV10%1NV07*"	"AVN.DB"	"R35137"	"Convertible Debentures"	"2756000"	"100.340"	"100.340"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"11/01/2007"	"TSE"	"10.000"	"n/a"	"2"	"Bond"	""	"0.000"	"9.97"	"0.000000"
"ADVANTAGE LINK INC"	"ADLKF"	"006029"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADVANTAGE OIL & GAS LTD"	"AAV"	"006010"	"Common Stock"	"315"	"6.960"	"6.980"	"6.980"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADVENTURE ELECTRONICS IN*"	""	"005991"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.220"	"n/a"	""
"ADVITECH INC *"	"AVI"	"000279"	"Common Stock"	"330"	"0.010"	"0.015"	"0.010"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADVITECH INC-NEW"	"AVI"	"000332"	"Common Stock"	"330"	"0.065"	"0.070"	"0.065"	"CAD"	"n/a"	"CA"	"No"	""	"TNX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADVITECH SOLUTIONS INC A"	""	"000263"	"Common Stock"	"330"	"1.000"	"1.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"ADWALL CAPITAL CORP *"	""	"006000"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AECON CV RED 7% 30SP14"	"ARE.DB"	"R00100"	"Convertible Debentures"	"2756000"	"107.000"	"107.990"	"107.000"	"CAD"	"n/a"	"CA"	"No"	"09/30/2014"	"TSE"	"7.000"	"n/a"	"1"	"Bond"	""	"0.000"	"6.54"	"5.091005"
"AECON GROUP INC"	"ARE"	"006276"	"Common Stock"	"315"	"14.090"	"14.130"	"14.090"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/22/2009"	"0.050"	"1.42"	""
"AEGON N.V. ORD AMER REG"	"AEG"	"006255"	"Common Stock"	"315"	"6.140"	"6.170"	"6.140"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"08/08/2008"	"0.452"	"14.73"	""
"AEON COMPANY LTD ADR"	"AONNY"	"006268"	"Common Stock"	"3308000"	"0.000"	"0.000"	"10.050"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"2"	"Equity"	"08/26/2009"	"0.000"	"0.00"	""
"AEROMECHANICAL SVCS LTD"	"AMA"	"006315"	"Common Stock"	"330"	"0.450"	"0.490"	"0.450"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AEROPLAN INCOME FD T/U *"	"AER.UN"	"006346"	"Trust Units"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"06/20/2008"	"0.070"	"n/a"	""
"AES CORP"	"AES"	"000409"	"Common Stock"	"315"	"13.390"	"13.400"	"13.410"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	""	"0.000"	"0.00"	""
"AES TR III 6.75% CV PFD"	"AES.PR.C"	"000768"	"Preferred Shares"	"310"	"46.280"	"46.550"	"46.300"	"USD"	"n/a"	"US"	"No"	"01/01/2075"	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/12/2010"	"0.844"	"7.29"	""
"AETERNA ZENTARIS INC"	"AEZ"	"392480"	"Common Stock"	"330"	"0.980"	"1.000"	"0.990"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AETERNA ZENTARIS INC *"	""	"392467"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AETNA INC"	"AET"	"006575"	"Common Stock"	"315"	"30.940"	"30.960"	"30.970"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"1"	"Equity"	"11/10/2009"	"0.040"	"0.13"	""
"AFCAN MINING CORP *"	"AFK"	"000699"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"T"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AFFYMETRIX INC"	"AFFX"	"006614"	"Common Stock"	"315"	"5.660"	"5.670"	"5.670"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AFLAC INC"	"AFL"	"006596"	"Common Stock"	"315"	"50.190"	"50.200"	"50.180"	"USD"	"n/a"	"US"	"No"	""	"ASE"	"0.000"	"n/a"	"4"	"Equity"	"11/16/2009"	"0.280"	"2.23"	""
"AFTON FOOD GROUP"	"AFF"	"006652"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AG GROWTH CV 7% 31DC14"	"AFN.DB"	"R00066"	"Convertible Debentures"	"2756000"	"105.500"	"105.850"	"105.850"	"CAD"	"n/a"	"CA"	"No"	"12/31/2014"	"TSE"	"7.000"	"n/a"	"1"	"Bond"	""	"0.000"	"6.61"	"5.464898"
"AGCO CORP"	"AGCO"	"006645"	"Common Stock"	"315"	"32.070"	"32.090"	"32.070"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"0.00"	""
"AGERE SYSTEMS INC"	"AGR"	"006841"	"Common Stock"	"315"	"22.500"	"22.620"	"22.620"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AGERE SYSTEMS INC CL-A *"	"AGR.A"	"006673"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NY"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AGERE SYSTEMS INC-B *"	""	"006677"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"AGF ACT CDN A/A-B /D"	"AGF937C"	"981013"	"Asset Allocation Funds"	"3807600"	"29.700"	"29.700"	"29.700"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF ACT CDN FD-B /S"	"AGF943C"	"991070"	"Canadian Equity Funds"	"3807150"	"11.240"	"11.240"	"11.240"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF ACT CROI-B CDN/S"	"AGF934C"	"991063"	"Canadian Equity Funds"	"3807150"	"30.750"	"30.750"	"30.750"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF ACT EURO CL /S"	"AGF812C"	"991087"	"European Equity Funds"	"3807450"	"19.440"	"19.440"	"19.440"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF ACT MDL /N"	"AGF144"	"994214"	"Global Equity Funds"	"3807500"	"15.330"	"15.330"	"15.330"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	"06/12/2003"	"0.000"	"n/a"	""
"AGF ACT MDL -X"	"AGF145C"	"995567"	"Global Equity Funds"	"3807500"	"20.190"	"20.190"	"20.190"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF ACT MDL RER /N"	"AGF307"	"994250"	"Global Equity Funds"	"3807500"	"5.820"	"5.820"	"5.820"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	"06/12/2003"	"0.000"	"n/a"	""
"AGF ACT MDL RER S/N"	"AGF308"	"994249"	"Global Equity Funds"	"3807500"	"5.820"	"5.820"	"5.820"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AGG GL STK /D/N"	"AGF695"	"998275"	"Global Equity Funds"	"3807500"	"6.720"	"6.720"	"6.720"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AGG GL STK /LL/N"	"AGF258"	"972962"	"Global Equity Funds"	"3807500"	"6.720"	"6.720"	"6.720"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AGG US GW /N"	"AGF789"	"998272"	"North American Equity Funds"	"3807350"	"16.740"	"16.740"	"16.740"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AGG US GW /D/N"	"AGF680"	"998271"	"US Equity Funds"	"3807350"	"16.740"	"16.740"	"16.740"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AGGR JPN CL /N"	"AGF266"	"988589"	"Asia-Pacific Rim Equity Funds"	"3807410"	"1.750"	"1.750"	"1.750"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"AGF AME GW /N"	"AGF201"	"981230"	"US Equity Funds"	"3807250"	"16.560"	"16.560"	"16.560"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
